date_sk,date,year,month,day,week,dow,ym
3078,2024-06-16 15:06:25,2024,6,16,24,7,2024-06
3079,2024-06-16 15:20:36,2024,6,16,24,7,2024-06
3080,2024-06-16 15:26:58,2024,6,16,24,7,2024-06
3081,2024-06-16 15:30:21,2024,6,16,24,7,2024-06
3082,2024-06-16 15:43:02,2024,6,16,24,7,2024-06
3083,2024-06-16 17:39:02,2024,6,16,24,7,2024-06
3084,2024-06-16 17:45:29,2024,6,16,24,7,2024-06
3085,2024-06-16 18:33:42,2024,6,16,24,7,2024-06
3086,2024-06-16 19:03:48,2024,6,16,24,7,2024-06
3087,2024-06-16 20:32:19,2024,6,16,24,7,2024-06
3088,2024-06-16 21:47:59,2024,6,16,24,7,2024-06
3089,2024-06-16 22:05:52,2024,6,16,24,7,2024-06
3090,2024-06-16 23:02:14,2024,6,16,24,7,2024-06
3091,2024-06-16 23:03:58,2024,6,16,24,7,2024-06
3092,2024-06-17 00:45:47,2024,6,17,25,1,2024-06
3093,2024-06-17 01:34:25,2024,6,17,25,1,2024-06
3094,2024-06-17 02:59:45,2024,6,17,25,1,2024-06
3095,2024-06-17 04:29:58,2024,6,17,25,1,2024-06
3096,2024-06-17 04:35:34,2024,6,17,25,1,2024-06
3097,2024-06-17 08:55:40,2024,6,17,25,1,2024-06
3098,2024-06-17 09:55:39,2024,6,17,25,1,2024-06
3099,2024-06-17 10:15:19,2024,6,17,25,1,2024-06
3100,2024-06-17 11:14:45,2024,6,17,25,1,2024-06
3101,2024-06-17 11:30:24,2024,6,17,25,1,2024-06
3102,2024-06-17 13:34:53,2024,6,17,25,1,2024-06
3103,2024-06-17 18:08:16,2024,6,17,25,1,2024-06
3104,2024-06-17 18:48:37,2024,6,17,25,1,2024-06
3105,2024-06-17 19:12:34,2024,6,17,25,1,2024-06
3106,2024-06-17 20:31:49,2024,6,17,25,1,2024-06
3107,2024-06-17 23:06:25,2024,6,17,25,1,2024-06
3108,2024-06-17 23:10:26,2024,6,17,25,1,2024-06
3109,2024-06-18 01:24:03,2024,6,18,25,2,2024-06
3110,2024-06-18 01:47:32,2024,6,18,25,2,2024-06
3111,2024-06-18 02:45:55,2024,6,18,25,2,2024-06
3112,2024-06-18 03:02:56,2024,6,18,25,2,2024-06
3113,2024-06-18 03:11:48,2024,6,18,25,2,2024-06
3114,2024-06-18 04:56:41,2024,6,18,25,2,2024-06
3115,2024-06-18 08:55:02,2024,6,18,25,2,2024-06
3116,2024-06-18 09:07:38,2024,6,18,25,2,2024-06
3117,2024-06-18 09:45:04,2024,6,18,25,2,2024-06
3118,2024-06-18 10:27:47,2024,6,18,25,2,2024-06
3119,2024-06-18 14:19:35,2024,6,18,25,2,2024-06
3120,2024-06-18 14:28:09,2024,6,18,25,2,2024-06
3121,2024-06-18 14:30:48,2024,6,18,25,2,2024-06
3122,2024-06-18 17:23:52,2024,6,18,25,2,2024-06
3123,2024-06-18 20:55:42,2024,6,18,25,2,2024-06
3124,2024-06-18 21:38:50,2024,6,18,25,2,2024-06
3125,2024-06-18 23:16:15,2024,6,18,25,2,2024-06
3126,2024-06-19 05:19:00,2024,6,19,25,3,2024-06
3127,2024-06-19 05:43:45,2024,6,19,25,3,2024-06
3128,2024-06-19 05:46:03,2024,6,19,25,3,2024-06
3129,2024-06-19 06:22:24,2024,6,19,25,3,2024-06
3130,2024-06-19 07:24:54,2024,6,19,25,3,2024-06
3131,2024-06-19 07:36:58,2024,6,19,25,3,2024-06
3132,2024-06-19 14:15:19,2024,6,19,25,3,2024-06
3133,2024-06-19 15:19:36,2024,6,19,25,3,2024-06
3134,2024-06-19 16:13:15,2024,6,19,25,3,2024-06
3135,2024-06-19 16:50:00,2024,6,19,25,3,2024-06
3136,2024-06-19 17:27:05,2024,6,19,25,3,2024-06
3137,2024-06-19 18:12:23,2024,6,19,25,3,2024-06
3138,2024-06-19 18:32:15,2024,6,19,25,3,2024-06
3139,2024-06-19 20:22:06,2024,6,19,25,3,2024-06
3140,2024-06-19 22:51:29,2024,6,19,25,3,2024-06
3141,2024-06-19 22:58:32,2024,6,19,25,3,2024-06
3142,2024-06-19 23:01:30,2024,6,19,25,3,2024-06
3143,2024-06-20 00:46:17,2024,6,20,25,4,2024-06
3144,2024-06-20 03:51:11,2024,6,20,25,4,2024-06
3145,2024-06-20 04:01:58,2024,6,20,25,4,2024-06
3146,2024-06-20 04:17:26,2024,6,20,25,4,2024-06
3147,2024-06-20 05:16:44,2024,6,20,25,4,2024-06
3148,2024-06-20 05:24:37,2024,6,20,25,4,2024-06
3149,2024-06-20 05:50:49,2024,6,20,25,4,2024-06
3150,2024-06-20 07:05:02,2024,6,20,25,4,2024-06
3151,2024-06-20 07:22:22,2024,6,20,25,4,2024-06
3152,2024-06-20 08:24:21,2024,6,20,25,4,2024-06
3153,2024-06-20 08:37:10,2024,6,20,25,4,2024-06
3154,2024-06-20 08:40:04,2024,6,20,25,4,2024-06
3155,2024-06-20 09:02:08,2024,6,20,25,4,2024-06
3156,2024-06-20 11:24:30,2024,6,20,25,4,2024-06
3157,2024-06-20 14:11:31,2024,6,20,25,4,2024-06
3158,2024-06-20 15:34:45,2024,6,20,25,4,2024-06
3159,2024-06-20 15:57:42,2024,6,20,25,4,2024-06
3160,2024-06-20 16:02:23,2024,6,20,25,4,2024-06
3161,2024-06-20 17:09:09,2024,6,20,25,4,2024-06
3162,2024-06-20 18:32:41,2024,6,20,25,4,2024-06
3163,2024-06-20 19:28:52,2024,6,20,25,4,2024-06
3164,2024-06-20 19:39:53,2024,6,20,25,4,2024-06
3165,2024-06-20 20:07:39,2024,6,20,25,4,2024-06
3166,2024-06-20 20:49:04,2024,6,20,25,4,2024-06
3167,2024-06-20 22:27:13,2024,6,20,25,4,2024-06
3168,2024-06-20 23:46:36,2024,6,20,25,4,2024-06
3169,2024-06-21 00:46:00,2024,6,21,25,5,2024-06
3170,2024-06-21 06:27:01,2024,6,21,25,5,2024-06
3171,2024-06-21 07:51:55,2024,6,21,25,5,2024-06
3172,2024-06-21 11:53:12,2024,6,21,25,5,2024-06
3173,2024-06-21 12:59:03,2024,6,21,25,5,2024-06
3174,2024-06-21 13:49:45,2024,6,21,25,5,2024-06
3175,2024-06-21 14:07:07,2024,6,21,25,5,2024-06
3176,2024-06-21 14:29:30,2024,6,21,25,5,2024-06
3177,2024-06-21 16:02:53,2024,6,21,25,5,2024-06
3178,2024-06-21 18:06:53,2024,6,21,25,5,2024-06
3179,2024-06-21 18:33:52,2024,6,21,25,5,2024-06
3180,2024-06-21 21:24:42,2024,6,21,25,5,2024-06
3181,2024-06-21 21:40:21,2024,6,21,25,5,2024-06
3182,2024-06-21 21:56:30,2024,6,21,25,5,2024-06
3183,2024-06-21 22:16:25,2024,6,21,25,5,2024-06
3184,2024-06-21 22:28:58,2024,6,21,25,5,2024-06
3185,2024-06-21 23:02:26,2024,6,21,25,5,2024-06
3186,2024-06-21 23:15:32,2024,6,21,25,5,2024-06
3187,2024-06-21 23:19:57,2024,6,21,25,5,2024-06
3188,2024-06-21 23:31:49,2024,6,21,25,5,2024-06
3189,2024-06-22 01:43:36,2024,6,22,25,6,2024-06
3190,2024-06-22 02:30:04,2024,6,22,25,6,2024-06
3191,2024-06-22 04:03:06,2024,6,22,25,6,2024-06
3192,2024-06-22 06:11:46,2024,6,22,25,6,2024-06
3193,2024-06-22 08:27:59,2024,6,22,25,6,2024-06
3194,2024-06-22 09:47:28,2024,6,22,25,6,2024-06
3195,2024-06-22 10:08:52,2024,6,22,25,6,2024-06
3196,2024-06-22 12:05:17,2024,6,22,25,6,2024-06
3197,2024-06-22 13:44:52,2024,6,22,25,6,2024-06
3198,2024-06-22 14:02:30,2024,6,22,25,6,2024-06
3199,2024-06-22 14:07:46,2024,6,22,25,6,2024-06
3200,2024-06-22 15:07:00,2024,6,22,25,6,2024-06
3201,2024-06-22 15:30:51,2024,6,22,25,6,2024-06
3202,2024-06-22 19:16:33,2024,6,22,25,6,2024-06
3203,2024-06-22 20:47:49,2024,6,22,25,6,2024-06
3204,2024-06-22 22:21:23,2024,6,22,25,6,2024-06
3205,2024-06-23 00:45:31,2024,6,23,25,7,2024-06
3206,2024-06-23 01:28:13,2024,6,23,25,7,2024-06
3207,2024-06-23 02:13:24,2024,6,23,25,7,2024-06
3208,2024-06-23 03:15:17,2024,6,23,25,7,2024-06
3209,2024-06-23 04:29:48,2024,6,23,25,7,2024-06
3210,2024-06-23 06:09:00,2024,6,23,25,7,2024-06
3211,2024-06-23 07:52:54,2024,6,23,25,7,2024-06
3212,2024-06-23 09:06:32,2024,6,23,25,7,2024-06
3213,2024-06-23 12:11:11,2024,6,23,25,7,2024-06
3214,2024-06-23 12:39:35,2024,6,23,25,7,2024-06
3215,2024-06-23 13:17:14,2024,6,23,25,7,2024-06
3216,2024-06-23 13:18:46,2024,6,23,25,7,2024-06
3217,2024-06-23 13:39:25,2024,6,23,25,7,2024-06
3218,2024-06-23 13:44:14,2024,6,23,25,7,2024-06
3219,2024-06-23 16:57:59,2024,6,23,25,7,2024-06
3220,2024-06-23 18:29:38,2024,6,23,25,7,2024-06
3221,2024-06-23 19:29:52,2024,6,23,25,7,2024-06
3222,2024-06-23 20:54:12,2024,6,23,25,7,2024-06
3223,2024-06-23 22:23:34,2024,6,23,25,7,2024-06
3224,2024-06-23 23:06:31,2024,6,23,25,7,2024-06
3225,2024-06-24 01:15:04,2024,6,24,26,1,2024-06
3226,2024-06-24 02:03:40,2024,6,24,26,1,2024-06
3227,2024-06-24 02:11:17,2024,6,24,26,1,2024-06
3228,2024-06-24 03:19:30,2024,6,24,26,1,2024-06
3229,2024-06-24 03:19:35,2024,6,24,26,1,2024-06
3230,2024-06-24 04:13:08,2024,6,24,26,1,2024-06
3231,2024-06-24 05:07:58,2024,6,24,26,1,2024-06
3232,2024-06-24 09:16:27,2024,6,24,26,1,2024-06
3233,2024-06-24 11:57:31,2024,6,24,26,1,2024-06
3234,2024-06-24 14:26:39,2024,6,24,26,1,2024-06
3235,2024-06-24 14:45:14,2024,6,24,26,1,2024-06
3236,2024-06-24 15:27:33,2024,6,24,26,1,2024-06
3237,2024-06-24 17:30:09,2024,6,24,26,1,2024-06
3238,2024-06-24 18:00:42,2024,6,24,26,1,2024-06
3239,2024-06-24 18:25:27,2024,6,24,26,1,2024-06
3240,2024-06-24 19:39:35,2024,6,24,26,1,2024-06
3241,2024-06-24 20:27:21,2024,6,24,26,1,2024-06
3242,2024-06-24 21:53:53,2024,6,24,26,1,2024-06
3243,2024-06-24 22:42:41,2024,6,24,26,1,2024-06
3244,2024-06-24 23:14:17,2024,6,24,26,1,2024-06
3245,2024-06-24 23:43:23,2024,6,24,26,1,2024-06
3246,2024-06-24 23:47:54,2024,6,24,26,1,2024-06
3247,2024-06-25 04:17:38,2024,6,25,26,2,2024-06
3248,2024-06-25 06:18:31,2024,6,25,26,2,2024-06
3249,2024-06-25 07:42:53,2024,6,25,26,2,2024-06
3250,2024-06-25 08:04:29,2024,6,25,26,2,2024-06
3251,2024-06-25 09:03:51,2024,6,25,26,2,2024-06
3252,2024-06-25 09:28:05,2024,6,25,26,2,2024-06
3253,2024-06-25 09:42:58,2024,6,25,26,2,2024-06
3254,2024-06-25 10:13:55,2024,6,25,26,2,2024-06
3255,2024-06-25 10:35:26,2024,6,25,26,2,2024-06
3256,2024-06-25 13:23:22,2024,6,25,26,2,2024-06
3257,2024-06-25 13:42:37,2024,6,25,26,2,2024-06
3258,2024-06-25 14:13:21,2024,6,25,26,2,2024-06
3259,2024-06-25 14:59:35,2024,6,25,26,2,2024-06
3260,2024-06-25 15:21:57,2024,6,25,26,2,2024-06
3261,2024-06-25 15:48:54,2024,6,25,26,2,2024-06
3262,2024-06-25 17:44:38,2024,6,25,26,2,2024-06
3263,2024-06-25 20:12:32,2024,6,25,26,2,2024-06
3264,2024-06-25 21:04:33,2024,6,25,26,2,2024-06
3265,2024-06-25 22:43:21,2024,6,25,26,2,2024-06
3266,2024-06-25 22:49:45,2024,6,25,26,2,2024-06
3267,2024-06-26 00:06:54,2024,6,26,26,3,2024-06
3268,2024-06-26 00:12:58,2024,6,26,26,3,2024-06
3269,2024-06-26 00:44:23,2024,6,26,26,3,2024-06
3270,2024-06-26 01:49:30,2024,6,26,26,3,2024-06
3271,2024-06-26 02:55:50,2024,6,26,26,3,2024-06
3272,2024-06-26 03:15:04,2024,6,26,26,3,2024-06
3273,2024-06-26 07:07:23,2024,6,26,26,3,2024-06
3274,2024-06-26 07:31:02,2024,6,26,26,3,2024-06
3275,2024-06-26 08:10:09,2024,6,26,26,3,2024-06
3276,2024-06-26 09:36:00,2024,6,26,26,3,2024-06
3277,2024-06-26 10:16:20,2024,6,26,26,3,2024-06
3278,2024-06-26 13:01:56,2024,6,26,26,3,2024-06
3279,2024-06-26 14:47:16,2024,6,26,26,3,2024-06
3280,2024-06-26 18:48:29,2024,6,26,26,3,2024-06
3281,2024-06-26 19:48:27,2024,6,26,26,3,2024-06
3282,2024-06-26 20:29:57,2024,6,26,26,3,2024-06
3283,2024-06-26 22:26:43,2024,6,26,26,3,2024-06
3284,2024-06-26 22:36:19,2024,6,26,26,3,2024-06
3285,2024-06-26 22:43:21,2024,6,26,26,3,2024-06
3286,2024-06-27 00:36:30,2024,6,27,26,4,2024-06
3287,2024-06-27 02:37:56,2024,6,27,26,4,2024-06
3288,2024-06-27 04:30:55,2024,6,27,26,4,2024-06
3289,2024-06-27 04:44:17,2024,6,27,26,4,2024-06
3290,2024-06-27 06:34:29,2024,6,27,26,4,2024-06
3291,2024-06-27 11:08:03,2024,6,27,26,4,2024-06
3292,2024-06-27 12:18:52,2024,6,27,26,4,2024-06
3293,2024-06-27 16:56:10,2024,6,27,26,4,2024-06
3294,2024-06-27 18:10:46,2024,6,27,26,4,2024-06
3295,2024-06-27 19:54:34,2024,6,27,26,4,2024-06
3296,2024-06-28 00:00:15,2024,6,28,26,5,2024-06
3297,2024-06-28 00:10:01,2024,6,28,26,5,2024-06
3298,2024-06-28 00:31:00,2024,6,28,26,5,2024-06
3299,2024-06-28 01:35:29,2024,6,28,26,5,2024-06
3300,2024-06-28 02:13:34,2024,6,28,26,5,2024-06
3301,2024-06-28 04:08:46,2024,6,28,26,5,2024-06
3302,2024-06-28 05:34:57,2024,6,28,26,5,2024-06
3303,2024-06-28 08:36:13,2024,6,28,26,5,2024-06
3304,2024-06-28 10:13:30,2024,6,28,26,5,2024-06
3305,2024-06-28 10:24:36,2024,6,28,26,5,2024-06
3306,2024-06-28 10:43:50,2024,6,28,26,5,2024-06
3307,2024-06-28 11:31:05,2024,6,28,26,5,2024-06
3308,2024-06-28 11:38:47,2024,6,28,26,5,2024-06
3309,2024-06-28 12:04:05,2024,6,28,26,5,2024-06
3310,2024-06-28 13:53:51,2024,6,28,26,5,2024-06
3311,2024-06-28 14:54:03,2024,6,28,26,5,2024-06
3312,2024-06-28 15:32:53,2024,6,28,26,5,2024-06
3313,2024-06-28 15:43:40,2024,6,28,26,5,2024-06
3314,2024-06-28 16:47:48,2024,6,28,26,5,2024-06
3315,2024-06-28 16:56:36,2024,6,28,26,5,2024-06
3316,2024-06-28 20:43:17,2024,6,28,26,5,2024-06
3317,2024-06-28 21:37:04,2024,6,28,26,5,2024-06
3318,2024-06-28 21:57:25,2024,6,28,26,5,2024-06
3319,2024-06-28 22:08:42,2024,6,28,26,5,2024-06
3320,2024-06-28 23:13:19,2024,6,28,26,5,2024-06
3321,2024-06-28 23:24:01,2024,6,28,26,5,2024-06
3322,2024-06-28 23:33:00,2024,6,28,26,5,2024-06
3323,2024-06-29 03:52:56,2024,6,29,26,6,2024-06
3324,2024-06-29 04:05:42,2024,6,29,26,6,2024-06
3325,2024-06-29 07:38:51,2024,6,29,26,6,2024-06
3326,2024-06-29 08:09:04,2024,6,29,26,6,2024-06
3327,2024-06-29 08:44:42,2024,6,29,26,6,2024-06
3328,2024-06-29 09:00:31,2024,6,29,26,6,2024-06
3329,2024-06-29 10:21:13,2024,6,29,26,6,2024-06
3330,2024-06-29 11:14:37,2024,6,29,26,6,2024-06
3331,2024-06-29 11:59:47,2024,6,29,26,6,2024-06
3332,2024-06-29 13:39:00,2024,6,29,26,6,2024-06
3333,2024-06-29 19:34:43,2024,6,29,26,6,2024-06
3334,2024-06-29 22:35:02,2024,6,29,26,6,2024-06
3335,2024-06-29 22:48:39,2024,6,29,26,6,2024-06
3336,2024-06-30 00:11:05,2024,6,30,26,7,2024-06
3337,2024-06-30 01:08:10,2024,6,30,26,7,2024-06
3338,2024-06-30 01:46:04,2024,6,30,26,7,2024-06
3339,2024-06-30 04:21:15,2024,6,30,26,7,2024-06
3340,2024-06-30 04:24:14,2024,6,30,26,7,2024-06
3341,2024-06-30 04:37:55,2024,6,30,26,7,2024-06
3342,2024-06-30 05:14:53,2024,6,30,26,7,2024-06
3343,2024-06-30 05:51:44,2024,6,30,26,7,2024-06
3344,2024-06-30 07:40:26,2024,6,30,26,7,2024-06
3345,2024-06-30 07:59:52,2024,6,30,26,7,2024-06
3346,2024-06-30 08:52:43,2024,6,30,26,7,2024-06
3347,2024-06-30 11:02:15,2024,6,30,26,7,2024-06
3348,2024-06-30 11:11:25,2024,6,30,26,7,2024-06
3349,2024-06-30 14:35:36,2024,6,30,26,7,2024-06
3350,2024-06-30 22:08:46,2024,6,30,26,7,2024-06
3351,2024-06-30 22:36:50,2024,6,30,26,7,2024-06
3352,2024-06-30 23:04:19,2024,6,30,26,7,2024-06
3353,2024-06-30 23:09:14,2024,6,30,26,7,2024-06
3354,2024-07-01 01:46:19,2024,7,1,27,1,2024-07
3355,2024-07-01 01:47:11,2024,7,1,27,1,2024-07
3356,2024-07-01 01:57:07,2024,7,1,27,1,2024-07
3357,2024-07-01 03:39:42,2024,7,1,27,1,2024-07
3358,2024-07-01 05:09:09,2024,7,1,27,1,2024-07
3359,2024-07-01 08:28:41,2024,7,1,27,1,2024-07
3360,2024-07-01 09:20:10,2024,7,1,27,1,2024-07
3361,2024-07-01 10:14:29,2024,7,1,27,1,2024-07
3362,2024-07-01 10:24:47,2024,7,1,27,1,2024-07
3363,2024-07-01 10:30:39,2024,7,1,27,1,2024-07
3364,2024-07-01 10:35:46,2024,7,1,27,1,2024-07
3365,2024-07-01 10:37:44,2024,7,1,27,1,2024-07
3366,2024-07-01 10:47:37,2024,7,1,27,1,2024-07
3367,2024-07-01 10:57:31,2024,7,1,27,1,2024-07
3368,2024-07-01 12:25:22,2024,7,1,27,1,2024-07
3369,2024-07-01 13:02:42,2024,7,1,27,1,2024-07
3370,2024-07-01 13:26:37,2024,7,1,27,1,2024-07
3371,2024-07-01 13:29:31,2024,7,1,27,1,2024-07
3372,2024-07-01 17:52:59,2024,7,1,27,1,2024-07
3373,2024-07-01 18:41:45,2024,7,1,27,1,2024-07
3374,2024-07-01 20:31:42,2024,7,1,27,1,2024-07
3375,2024-07-01 20:34:08,2024,7,1,27,1,2024-07
3376,2024-07-01 21:43:11,2024,7,1,27,1,2024-07
3377,2024-07-01 22:25:48,2024,7,1,27,1,2024-07
3378,2024-07-02 00:15:09,2024,7,2,27,2,2024-07
3379,2024-07-02 05:47:52,2024,7,2,27,2,2024-07
3380,2024-07-02 05:51:55,2024,7,2,27,2,2024-07
3381,2024-07-02 06:18:40,2024,7,2,27,2,2024-07
3382,2024-07-02 06:57:25,2024,7,2,27,2,2024-07
3383,2024-07-02 07:09:25,2024,7,2,27,2,2024-07
3384,2024-07-02 10:07:19,2024,7,2,27,2,2024-07
3385,2024-07-02 10:27:40,2024,7,2,27,2,2024-07
3386,2024-07-02 11:33:13,2024,7,2,27,2,2024-07
3387,2024-07-02 11:54:50,2024,7,2,27,2,2024-07
3388,2024-07-02 14:15:34,2024,7,2,27,2,2024-07
3389,2024-07-02 16:23:31,2024,7,2,27,2,2024-07
3390,2024-07-02 16:37:36,2024,7,2,27,2,2024-07
3391,2024-07-02 16:45:51,2024,7,2,27,2,2024-07
3392,2024-07-02 20:39:04,2024,7,2,27,2,2024-07
3393,2024-07-02 21:34:13,2024,7,2,27,2,2024-07
3394,2024-07-02 22:11:46,2024,7,2,27,2,2024-07
3395,2024-07-02 23:06:04,2024,7,2,27,2,2024-07
3396,2024-07-03 01:21:15,2024,7,3,27,3,2024-07
3397,2024-07-03 01:23:34,2024,7,3,27,3,2024-07
3398,2024-07-03 01:24:31,2024,7,3,27,3,2024-07
3399,2024-07-03 05:09:01,2024,7,3,27,3,2024-07
3400,2024-07-03 06:05:04,2024,7,3,27,3,2024-07
3401,2024-07-03 08:38:56,2024,7,3,27,3,2024-07
3402,2024-07-03 09:17:27,2024,7,3,27,3,2024-07
3403,2024-07-03 09:27:20,2024,7,3,27,3,2024-07
3404,2024-07-03 11:58:06,2024,7,3,27,3,2024-07
3405,2024-07-03 18:45:21,2024,7,3,27,3,2024-07
3406,2024-07-03 19:14:49,2024,7,3,27,3,2024-07
3407,2024-07-03 19:18:14,2024,7,3,27,3,2024-07
3408,2024-07-03 20:02:05,2024,7,3,27,3,2024-07
3409,2024-07-03 20:08:37,2024,7,3,27,3,2024-07
3410,2024-07-03 20:54:52,2024,7,3,27,3,2024-07
3411,2024-07-04 00:31:47,2024,7,4,27,4,2024-07
3412,2024-07-04 00:41:57,2024,7,4,27,4,2024-07
3413,2024-07-04 02:39:19,2024,7,4,27,4,2024-07
3414,2024-07-04 03:00:05,2024,7,4,27,4,2024-07
3415,2024-07-04 03:30:01,2024,7,4,27,4,2024-07
3416,2024-07-04 04:00:06,2024,7,4,27,4,2024-07
3417,2024-07-04 06:07:39,2024,7,4,27,4,2024-07
3418,2024-07-04 07:08:16,2024,7,4,27,4,2024-07
3419,2024-07-04 08:57:25,2024,7,4,27,4,2024-07
3420,2024-07-04 10:18:39,2024,7,4,27,4,2024-07
3421,2024-07-04 11:22:04,2024,7,4,27,4,2024-07
3422,2024-07-04 11:31:26,2024,7,4,27,4,2024-07
3423,2024-07-04 11:51:09,2024,7,4,27,4,2024-07
3424,2024-07-04 12:57:02,2024,7,4,27,4,2024-07
3425,2024-07-04 13:15:27,2024,7,4,27,4,2024-07
3426,2024-07-04 14:17:23,2024,7,4,27,4,2024-07
3427,2024-07-04 15:57:47,2024,7,4,27,4,2024-07
3428,2024-07-04 16:00:14,2024,7,4,27,4,2024-07
3429,2024-07-04 16:49:29,2024,7,4,27,4,2024-07
3430,2024-07-04 17:53:05,2024,7,4,27,4,2024-07
3431,2024-07-04 18:29:29,2024,7,4,27,4,2024-07
3432,2024-07-04 22:39:58,2024,7,4,27,4,2024-07
3433,2024-07-04 22:57:22,2024,7,4,27,4,2024-07
3434,2024-07-04 23:14:12,2024,7,4,27,4,2024-07
3435,2024-07-05 00:08:01,2024,7,5,27,5,2024-07
3436,2024-07-05 01:04:00,2024,7,5,27,5,2024-07
3437,2024-07-05 01:33:24,2024,7,5,27,5,2024-07
3438,2024-07-05 01:57:15,2024,7,5,27,5,2024-07
3439,2024-07-05 03:38:43,2024,7,5,27,5,2024-07
3440,2024-07-05 04:14:43,2024,7,5,27,5,2024-07
3441,2024-07-05 04:30:28,2024,7,5,27,5,2024-07
3442,2024-07-05 04:59:13,2024,7,5,27,5,2024-07
3443,2024-07-05 05:59:53,2024,7,5,27,5,2024-07
3444,2024-07-05 10:03:48,2024,7,5,27,5,2024-07
3445,2024-07-05 10:19:04,2024,7,5,27,5,2024-07
3446,2024-07-05 12:03:29,2024,7,5,27,5,2024-07
3447,2024-07-05 12:12:05,2024,7,5,27,5,2024-07
3448,2024-07-05 16:44:03,2024,7,5,27,5,2024-07
3449,2024-07-05 17:48:05,2024,7,5,27,5,2024-07
3450,2024-07-05 18:00:23,2024,7,5,27,5,2024-07
3451,2024-07-05 18:47:00,2024,7,5,27,5,2024-07
3452,2024-07-05 19:16:29,2024,7,5,27,5,2024-07
3453,2024-07-05 20:55:15,2024,7,5,27,5,2024-07
3454,2024-07-05 21:26:04,2024,7,5,27,5,2024-07
3455,2024-07-05 22:11:27,2024,7,5,27,5,2024-07
3456,2024-07-05 22:29:47,2024,7,5,27,5,2024-07
3457,2024-07-05 23:34:53,2024,7,5,27,5,2024-07
3458,2024-07-06 01:14:20,2024,7,6,27,6,2024-07
3459,2024-07-06 01:51:10,2024,7,6,27,6,2024-07
3460,2024-07-06 02:02:40,2024,7,6,27,6,2024-07
3461,2024-07-06 02:59:21,2024,7,6,27,6,2024-07
3462,2024-07-06 04:14:30,2024,7,6,27,6,2024-07
3463,2024-07-06 04:14:52,2024,7,6,27,6,2024-07
3464,2024-07-06 06:13:53,2024,7,6,27,6,2024-07
3465,2024-07-06 06:25:50,2024,7,6,27,6,2024-07
3466,2024-07-06 07:35:13,2024,7,6,27,6,2024-07
3467,2024-07-06 07:41:29,2024,7,6,27,6,2024-07
3468,2024-07-06 07:50:38,2024,7,6,27,6,2024-07
3469,2024-07-06 11:02:34,2024,7,6,27,6,2024-07
3470,2024-07-06 11:45:37,2024,7,6,27,6,2024-07
3471,2024-07-06 11:53:39,2024,7,6,27,6,2024-07
3472,2024-07-06 14:03:01,2024,7,6,27,6,2024-07
3473,2024-07-06 14:14:41,2024,7,6,27,6,2024-07
3474,2024-07-06 14:22:39,2024,7,6,27,6,2024-07
3475,2024-07-06 15:12:37,2024,7,6,27,6,2024-07
3476,2024-07-06 17:00:25,2024,7,6,27,6,2024-07
3477,2024-07-06 17:53:58,2024,7,6,27,6,2024-07
3478,2024-07-06 19:15:48,2024,7,6,27,6,2024-07
3479,2024-07-06 20:13:27,2024,7,6,27,6,2024-07
3480,2024-07-06 22:33:30,2024,7,6,27,6,2024-07
3481,2024-07-06 23:51:57,2024,7,6,27,6,2024-07
3482,2024-07-07 00:34:22,2024,7,7,27,7,2024-07
3483,2024-07-07 03:29:03,2024,7,7,27,7,2024-07
3484,2024-07-07 05:07:34,2024,7,7,27,7,2024-07
3485,2024-07-07 06:17:50,2024,7,7,27,7,2024-07
3486,2024-07-07 07:47:46,2024,7,7,27,7,2024-07
3487,2024-07-07 08:18:20,2024,7,7,27,7,2024-07
3488,2024-07-07 08:32:55,2024,7,7,27,7,2024-07
3489,2024-07-07 09:58:46,2024,7,7,27,7,2024-07
3490,2024-07-07 10:45:12,2024,7,7,27,7,2024-07
3491,2024-07-07 11:07:06,2024,7,7,27,7,2024-07
3492,2024-07-07 11:17:43,2024,7,7,27,7,2024-07
3493,2024-07-07 14:35:59,2024,7,7,27,7,2024-07
3494,2024-07-07 16:33:52,2024,7,7,27,7,2024-07
3495,2024-07-07 19:37:43,2024,7,7,27,7,2024-07
3496,2024-07-07 20:46:26,2024,7,7,27,7,2024-07
3497,2024-07-07 21:55:23,2024,7,7,27,7,2024-07
3498,2024-07-07 22:21:20,2024,7,7,27,7,2024-07
3499,2024-07-07 22:51:17,2024,7,7,27,7,2024-07
3500,2024-07-07 23:15:31,2024,7,7,27,7,2024-07
3501,2024-07-08 03:33:41,2024,7,8,28,1,2024-07
3502,2024-07-08 05:27:09,2024,7,8,28,1,2024-07
3503,2024-07-08 06:18:39,2024,7,8,28,1,2024-07
3504,2024-07-08 07:16:42,2024,7,8,28,1,2024-07
3505,2024-07-08 07:36:29,2024,7,8,28,1,2024-07
3506,2024-07-08 08:32:49,2024,7,8,28,1,2024-07
3507,2024-07-08 10:32:57,2024,7,8,28,1,2024-07
3508,2024-07-08 10:35:45,2024,7,8,28,1,2024-07
3509,2024-07-08 11:20:13,2024,7,8,28,1,2024-07
3510,2024-07-08 14:27:23,2024,7,8,28,1,2024-07
3511,2024-07-08 14:47:04,2024,7,8,28,1,2024-07
3512,2024-07-08 15:19:17,2024,7,8,28,1,2024-07
3513,2024-07-08 15:29:28,2024,7,8,28,1,2024-07
