session_id,customer_id,device,date_sk_start,duration_minutes
11000021099,,mobile,,49.0
11000021100,740.0,mobile,,17.0
11000021101,672.0,mobile,,39.0
11000021102,,mobile,,39.0
11000021103,,desktop,,35.0
11000021104,1168.0,mobile,,18.0
11000021105,86.0,mobile,,56.0
11000021106,,mobile,,59.0
11000021107,1356.0,mobile,,36.0
11000021108,271.0,mobile,,9.0
11000021109,1226.0,mobile,,36.0
11000021110,925.0,mobile,,3.0
11000021111,1403.0,mobile,,5.0
11000021112,,mobile,,8.0
11000021113,,mobile,,6.0
11000021114,750.0,mobile,,5.0
11000021115,,mobile,,13.0
11000021116,,mobile,,11.0
11000021117,610.0,mobile,,59.0
11000021118,,mobile,,35.0
11000021119,174.0,mobile,,29.0
11000021120,1244.0,desktop,,
11000021121,1313.0,mobile,,60.0
11000021122,1195.0,mobile,,13.0
11000021123,640.0,mobile,,8.0
11000021124,151.0,mobile,,52.0
11000021125,,mobile,,41.0
11000021126,662.0,mobile,,24.0
11000021127,539.0,mobile,,30.0
11000021128,,mobile,,21.0
11000021129,,mobile,,46.0
11000021130,,mobile,,6.0
11000021131,832.0,mobile,,
11000021132,767.0,mobile,,
11000021133,,mobile,,47.0
11000021134,,mobile,,19.0
11000021135,,mobile,,21.0
11000021136,934.0,mobile,,51.0
11000021137,194.0,mobile,,15.0
11000021138,1192.0,desktop,,8.0
11000021139,1461.0,mobile,,11.0
11000021140,363.0,mobile,,
11000021141,,mobile,,
11000021142,745.0,desktop,,15.0
11000021143,750.0,mobile,,20.0
11000021144,1228.0,mobile,,17.0
11000021145,939.0,desktop,,54.0
11000021146,1386.0,desktop,,45.0
11000021147,1314.0,mobile,,52.0
11000021148,697.0,mobile,,31.0
11000021149,,desktop,,60.0
11000021150,,mobile,,8.0
11000021151,,desktop,,
11000021152,991.0,mobile,,55.0
11000021153,840.0,mobile,,14.0
11000021154,1312.0,desktop,,42.0
11000021155,970.0,mobile,,
11000021156,93.0,mobile,,10.0
11000021157,920.0,mobile,,45.0
11000021158,1500.0,desktop,,21.0
11000021159,,mobile,,52.0
11000021160,,mobile,,16.0
11000021161,1172.0,mobile,,15.0
11000021162,,mobile,,3.0
11000021163,201.0,mobile,,36.0
11000021164,307.0,mobile,,19.0
11000021165,,tablet,,8.0
11000021166,,mobile,,44.0
11000021167,36.0,mobile,,57.0
11000021168,,tablet,,49.0
11000021169,1320.0,mobile,,36.0
11000021170,340.0,mobile,,32.0
11000021171,1283.0,mobile,,56.0
11000021172,1002.0,tablet,,6.0
11000021173,847.0,mobile,,15.0
11000021174,,desktop,,60.0
11000021175,8.0,desktop,,
11000021176,142.0,mobile,,11.0
11000021177,1368.0,mobile,,19.0
11000021178,816.0,desktop,,41.0
11000021179,504.0,mobile,,59.0
11000021180,479.0,mobile,,46.0
11000021181,40.0,mobile,,60.0
11000021182,172.0,tablet,,57.0
11000021183,812.0,mobile,,4.0
11000021184,,mobile,,34.0
11000021185,33.0,desktop,,
11000021186,,desktop,,2.0
11000021187,1350.0,mobile,,54.0
11000021188,71.0,mobile,,24.0
11000021189,1249.0,mobile,,54.0
11000021190,,desktop,,
11000021191,144.0,mobile,,29.0
11000021192,,mobile,,7.0
11000021193,,mobile,,
11000021194,,mobile,,36.0
11000021195,1040.0,desktop,,30.0
11000021196,,mobile,,42.0
11000021197,,mobile,,23.0
11000021198,,desktop,,40.0
11000021199,785.0,mobile,,
11000021200,,desktop,,60.0
11000021201,905.0,desktop,,22.0
11000021202,618.0,mobile,,23.0
11000021203,1382.0,mobile,,40.0
11000021204,1327.0,mobile,,55.0
11000021205,415.0,mobile,,33.0
11000021206,950.0,mobile,,47.0
11000021207,1199.0,mobile,,14.0
11000021208,39.0,desktop,,23.0
11000021209,13.0,mobile,,18.0
11000021210,,mobile,,51.0
11000021211,,mobile,,23.0
11000021212,1314.0,mobile,,
11000021213,,mobile,,23.0
11000021214,1444.0,mobile,,29.0
11000021215,,mobile,,55.0
11000021216,772.0,mobile,,42.0
11000021217,,desktop,,39.0
11000021218,99.0,desktop,,15.0
11000021219,316.0,mobile,,37.0
11000021220,780.0,desktop,,
11000021221,28.0,mobile,,
11000021222,1403.0,desktop,,54.0
11000021223,90.0,desktop,,8.0
11000021224,1284.0,mobile,,21.0
11000021225,73.0,tablet,,50.0
11000021226,440.0,mobile,,6.0
11000021227,24.0,desktop,,15.0
11000021228,,desktop,,19.0
11000021229,,mobile,,13.0
11000021230,1482.0,mobile,,5.0
11000021231,1369.0,mobile,,29.0
11000021232,,desktop,,50.0
11000021233,349.0,mobile,,20.0
11000021234,63.0,mobile,,8.0
11000021235,762.0,mobile,,34.0
11000021236,767.0,mobile,,9.0
11000021237,669.0,mobile,,25.0
11000021238,,mobile,,56.0
11000021239,470.0,desktop,,28.0
11000021240,,desktop,,11.0
11000021241,600.0,mobile,,37.0
11000021242,866.0,mobile,,14.0
11000021243,684.0,mobile,,48.0
11000021244,211.0,mobile,,48.0
11000021245,523.0,desktop,,5.0
11000021246,,desktop,,50.0
11000021247,831.0,mobile,,6.0
11000021248,273.0,mobile,,43.0
11000021249,410.0,desktop,,44.0
11000021250,,desktop,,21.0
11000021251,1107.0,mobile,,55.0
11000021252,447.0,desktop,,1.0
11000021253,1233.0,mobile,,46.0
11000021254,,mobile,,44.0
11000021255,899.0,tablet,,8.0
11000021256,1195.0,mobile,,53.0
11000021257,477.0,desktop,,53.0
11000021258,1349.0,mobile,,15.0
11000021259,,desktop,,5.0
11000021260,514.0,mobile,,39.0
11000021261,516.0,mobile,,60.0
11000021262,,mobile,,25.0
11000021263,807.0,mobile,,36.0
11000021264,909.0,mobile,,60.0
11000021265,,desktop,,3.0
11000021266,,desktop,,16.0
11000021267,920.0,mobile,,
11000021268,448.0,mobile,,22.0
11000021269,999.0,desktop,,49.0
11000021270,,mobile,,28.0
11000021271,1190.0,mobile,,6.0
11000021272,736.0,mobile,,41.0
11000021273,,mobile,,26.0
11000021274,183.0,tablet,,57.0
11000021275,9.0,mobile,,15.0
11000021276,859.0,mobile,,57.0
11000021277,993.0,mobile,,34.0
11000021278,673.0,mobile,,29.0
11000021279,,mobile,,20.0
11000021280,826.0,desktop,,24.0
11000021281,975.0,mobile,,8.0
11000021282,857.0,mobile,,
11000021283,1137.0,desktop,,30.0
11000021284,50.0,mobile,,16.0
11000021285,791.0,mobile,,1.0
11000021286,517.0,mobile,,40.0
11000021287,202.0,mobile,,43.0
11000021288,289.0,mobile,,17.0
11000021289,119.0,desktop,,41.0
11000021290,937.0,tablet,,5.0
11000021291,1361.0,desktop,,14.0
11000021292,1209.0,desktop,,29.0
11000021293,,desktop,,32.0
11000021294,1432.0,tablet,,41.0
11000021295,730.0,desktop,,12.0
11000021296,,desktop,,42.0
11000021297,580.0,desktop,,54.0
11000021298,1437.0,mobile,,15.0
11000021299,1232.0,desktop,,5.0
11000021300,1101.0,mobile,,42.0
11000021301,362.0,desktop,,54.0
11000021302,,mobile,,54.0
11000021303,792.0,desktop,,24.0
11000021304,1035.0,mobile,,60.0
11000021305,1434.0,mobile,,48.0
11000021306,190.0,mobile,,15.0
11000021307,1173.0,mobile,,46.0
11000021308,,mobile,,11.0
11000021309,305.0,mobile,,34.0
11000021310,,mobile,,14.0
11000021311,21.0,mobile,,4.0
11000021312,1145.0,desktop,,31.0
11000021313,,desktop,,57.0
11000021314,475.0,desktop,,11.0
11000021315,821.0,mobile,,24.0
11000021316,249.0,desktop,,26.0
11000021317,,desktop,,57.0
11000021318,582.0,desktop,,21.0
11000021319,331.0,tablet,,10.0
11000021320,64.0,mobile,,22.0
11000021321,1143.0,mobile,,44.0
11000021322,298.0,mobile,,43.0
11000021323,355.0,mobile,,1.0
11000021324,,mobile,,46.0
11000021325,464.0,mobile,,30.0
11000021326,936.0,mobile,,48.0
11000021327,1170.0,mobile,,37.0
11000021328,,mobile,,20.0
11000021329,1083.0,mobile,,29.0
11000021330,1297.0,mobile,,56.0
11000021331,1049.0,mobile,,37.0
11000021332,589.0,mobile,,9.0
11000021333,,mobile,,56.0
11000021334,,desktop,,2.0
11000021335,673.0,mobile,,34.0
11000021336,463.0,desktop,,43.0
11000021337,477.0,desktop,,7.0
11000021338,992.0,desktop,,53.0
11000021339,274.0,mobile,,51.0
11000021340,272.0,mobile,,12.0
11000021341,564.0,mobile,,35.0
11000021342,1043.0,mobile,,54.0
11000021343,,mobile,,42.0
11000021344,,tablet,,25.0
11000021345,1290.0,desktop,,16.0
11000021346,962.0,mobile,,3.0
11000021347,361.0,desktop,,49.0
11000021348,,mobile,,43.0
11000021349,922.0,mobile,,49.0
11000021350,396.0,tablet,,34.0
11000021351,,mobile,,50.0
11000021352,1425.0,mobile,,43.0
11000021353,,mobile,,31.0
11000021354,,desktop,,50.0
11000021355,1151.0,desktop,,35.0
11000021356,1013.0,desktop,,1.0
11000021357,1384.0,desktop,,36.0
11000021358,753.0,desktop,,56.0
11000021359,73.0,mobile,,21.0
11000021360,,desktop,,
11000021361,,desktop,,11.0
11000021362,1148.0,desktop,,47.0
11000021363,372.0,desktop,,51.0
11000021364,801.0,mobile,,56.0
11000021365,363.0,mobile,,40.0
11000021366,647.0,mobile,,5.0
11000021367,,desktop,,
11000021368,626.0,mobile,,55.0
11000021369,96.0,mobile,,20.0
11000021370,,desktop,,32.0
11000021371,,mobile,,59.0
11000021372,371.0,desktop,,18.0
11000021373,892.0,mobile,,28.0
11000021374,,mobile,,55.0
11000021375,150.0,mobile,,60.0
11000021376,,mobile,,56.0
11000021377,553.0,mobile,,48.0
11000021378,,mobile,,19.0
11000021379,1226.0,mobile,,1.0
11000021380,708.0,mobile,,28.0
11000021381,913.0,mobile,,25.0
11000021382,1216.0,mobile,,50.0
11000021383,,desktop,,27.0
11000021384,149.0,mobile,,20.0
11000021385,75.0,mobile,,45.0
11000021386,112.0,mobile,,14.0
11000021387,830.0,mobile,,40.0
11000021388,1328.0,desktop,,50.0
11000021389,,mobile,,43.0
11000021390,1257.0,mobile,,22.0
11000021391,,desktop,,25.0
11000021392,1418.0,desktop,,23.0
11000021393,675.0,mobile,,13.0
11000021394,766.0,desktop,,4.0
11000021395,371.0,desktop,,33.0
11000021396,1075.0,mobile,,51.0
11000021397,990.0,desktop,,31.0
11000021398,1417.0,mobile,,6.0
11000021399,1435.0,mobile,,60.0
11000021400,,mobile,,39.0
11000021401,848.0,desktop,,11.0
11000021402,,desktop,,58.0
11000021403,1345.0,desktop,,2.0
11000021404,,mobile,,5.0
11000021405,1442.0,mobile,,59.0
11000021406,157.0,mobile,,37.0
11000021407,583.0,mobile,,22.0
11000021408,296.0,desktop,,
11000021409,,mobile,,10.0
11000021410,,mobile,,60.0
11000021411,,mobile,,6.0
11000021412,,mobile,,49.0
11000021413,1493.0,mobile,,28.0
11000021414,64.0,mobile,,4.0
11000021415,965.0,desktop,,28.0
11000021416,1302.0,mobile,,36.0
11000021417,876.0,mobile,,36.0
11000021418,505.0,desktop,,7.0
11000021419,395.0,mobile,,39.0
11000021420,25.0,desktop,,12.0
11000021421,43.0,mobile,,
11000021422,,mobile,,51.0
11000021423,927.0,mobile,,39.0
11000021424,,mobile,,35.0
11000021425,1124.0,mobile,,13.0
11000021426,1279.0,mobile,,50.0
11000021427,353.0,desktop,,45.0
11000021428,574.0,mobile,,26.0
11000021429,,mobile,,30.0
11000021430,1164.0,mobile,,23.0
11000021431,1264.0,desktop,,3.0
11000021432,,desktop,,20.0
11000021433,,mobile,,5.0
11000021434,556.0,mobile,,60.0
11000021435,975.0,mobile,,53.0
11000021436,439.0,desktop,,41.0
11000021437,772.0,mobile,,17.0
11000021438,1148.0,mobile,,14.0
11000021439,,mobile,,51.0
11000021440,,mobile,,27.0
11000021441,,mobile,,51.0
11000021442,33.0,mobile,,30.0
11000021443,37.0,desktop,,18.0
11000021444,1245.0,mobile,,29.0
11000021445,526.0,mobile,,37.0
11000021446,,desktop,,
11000021447,,mobile,,27.0
11000021448,181.0,desktop,,34.0
11000021449,1171.0,desktop,,52.0
11000021450,97.0,desktop,,29.0
11000021451,581.0,desktop,,54.0
11000021452,,mobile,,24.0
11000021453,,mobile,,37.0
11000021454,1358.0,mobile,,33.0
11000021455,346.0,mobile,,36.0
11000021456,1494.0,mobile,,29.0
11000021457,,mobile,,37.0
11000021458,,mobile,,4.0
11000021459,,mobile,,24.0
11000021460,935.0,mobile,,5.0
11000021461,,desktop,,6.0
11000021462,,mobile,,37.0
11000021463,326.0,desktop,,7.0
11000021464,,desktop,,38.0
11000021465,,mobile,,23.0
11000021466,277.0,desktop,,41.0
11000021467,,mobile,,43.0
11000021468,,mobile,,37.0
11000021469,,mobile,,24.0
11000021470,,mobile,,
11000021471,798.0,desktop,,22.0
11000021472,,mobile,,38.0
11000021473,,mobile,,43.0
11000021474,871.0,mobile,,14.0
11000021475,1436.0,mobile,,7.0
11000021476,1280.0,mobile,,31.0
11000021477,,mobile,,19.0
11000021478,,mobile,,
11000021479,,mobile,,32.0
11000021480,982.0,desktop,,51.0
11000021481,1273.0,desktop,,47.0
11000021482,466.0,mobile,,3.0
11000021483,1320.0,mobile,,7.0
11000021484,,mobile,,41.0
11000021485,,desktop,,56.0
11000021486,1283.0,tablet,,29.0
11000021487,1044.0,mobile,,
11000021488,,mobile,,32.0
11000021489,1058.0,desktop,,4.0
11000021490,,desktop,,23.0
11000021491,708.0,mobile,,39.0
11000021492,,mobile,,8.0
11000021493,735.0,mobile,,55.0
11000021494,1359.0,tablet,,45.0
11000021495,658.0,desktop,,31.0
11000021496,,desktop,,51.0
11000021497,283.0,mobile,,34.0
11000021498,,mobile,,52.0
11000021499,,mobile,,25.0
11000021500,748.0,desktop,,56.0
11000021501,495.0,mobile,,8.0
11000021502,1008.0,mobile,,35.0
11000021503,190.0,mobile,,55.0
11000021504,777.0,mobile,,43.0
11000021505,1439.0,desktop,,9.0
11000021506,,mobile,,7.0
11000021507,194.0,mobile,,56.0
11000021508,534.0,mobile,,8.0
11000021509,1342.0,desktop,,4.0
11000021510,,mobile,,12.0
11000021511,210.0,mobile,,57.0
11000021512,,mobile,,12.0
11000021513,,desktop,,45.0
11000021514,,mobile,,56.0
11000021515,,desktop,,59.0
11000021516,654.0,desktop,,58.0
11000021517,,desktop,,28.0
11000021518,310.0,desktop,,28.0
11000021519,1249.0,desktop,,14.0
11000021520,,mobile,,
11000021521,686.0,mobile,,3.0
11000021522,381.0,desktop,,6.0
11000021523,,mobile,,
11000021524,1136.0,mobile,,39.0
11000021525,1295.0,mobile,,39.0
11000021526,,mobile,,34.0
11000021527,,mobile,,8.0
11000021528,1491.0,mobile,,26.0
11000021529,135.0,mobile,,7.0
11000021530,922.0,mobile,,2.0
11000021531,860.0,mobile,,40.0
11000021532,1125.0,desktop,,28.0
11000021533,50.0,mobile,,46.0
11000021534,,mobile,,27.0
11000021535,,mobile,,30.0
11000021536,,desktop,,46.0
11000021537,,mobile,,51.0
11000021538,,desktop,,4.0
11000021539,241.0,mobile,,41.0
11000021540,495.0,mobile,,3.0
11000021541,,mobile,,57.0
11000021542,658.0,desktop,,
11000021543,58.0,desktop,,24.0
11000021544,988.0,mobile,,42.0
11000021545,1334.0,desktop,,40.0
11000021546,1211.0,mobile,,28.0
11000021547,,mobile,,11.0
11000021548,477.0,mobile,,29.0
11000021549,1092.0,tablet,,58.0
11000021550,,mobile,,32.0
11000021551,1095.0,mobile,,21.0
11000021552,1242.0,mobile,,1.0
11000021553,,mobile,,17.0
11000021554,,mobile,,4.0
11000021555,1129.0,mobile,,42.0
11000021556,186.0,mobile,,41.0
11000021557,,mobile,,11.0
11000021558,,mobile,,27.0
11000021559,903.0,mobile,,
11000021560,1211.0,mobile,,42.0
11000021561,460.0,mobile,,16.0
11000021562,258.0,mobile,,13.0
11000021563,1041.0,desktop,,60.0
11000021564,998.0,desktop,,59.0
11000021565,,mobile,,51.0
11000021566,1426.0,mobile,,39.0
11000021567,666.0,mobile,,10.0
11000021568,201.0,mobile,,10.0
11000021569,731.0,tablet,,60.0
11000021570,1038.0,mobile,,23.0
11000021571,438.0,mobile,,41.0
11000021572,,mobile,,41.0
11000021573,,mobile,,27.0
11000021574,,mobile,,28.0
11000021575,1433.0,mobile,,53.0
11000021576,399.0,mobile,,21.0
11000021577,456.0,mobile,,20.0
11000021578,1016.0,mobile,,7.0
11000021579,1327.0,mobile,,3.0
11000021580,,mobile,,4.0
11000021581,,mobile,,44.0
11000021582,,desktop,,25.0
11000021583,,tablet,,29.0
11000021584,96.0,mobile,,1.0
11000021585,,desktop,,18.0
11000021586,233.0,mobile,,38.0
11000021587,,mobile,,13.0
11000021588,334.0,desktop,,41.0
11000021589,,mobile,,51.0
11000021590,,mobile,,30.0
11000021591,,mobile,,44.0
11000021592,965.0,mobile,,20.0
11000021593,,desktop,,10.0
11000021594,502.0,mobile,,45.0
11000021595,,mobile,,59.0
11000021596,707.0,mobile,,42.0
11000021597,611.0,desktop,,5.0
11000021598,,desktop,,60.0
11000021599,,mobile,,34.0
11000021600,1061.0,desktop,,57.0
11000021601,735.0,desktop,,7.0
11000021602,1388.0,mobile,,43.0
11000021603,854.0,tablet,,41.0
11000021604,,mobile,,19.0
11000021605,575.0,mobile,,26.0
11000021606,,mobile,,58.0
11000021607,1199.0,mobile,,16.0
11000021608,662.0,tablet,,
11000021609,506.0,mobile,,44.0
11000021610,646.0,mobile,,48.0
11000021611,797.0,mobile,,24.0
11000021612,400.0,mobile,,11.0
11000021613,79.0,mobile,,20.0
11000021614,,mobile,,
11000021615,582.0,mobile,,
11000021616,,mobile,,59.0
11000021617,12.0,mobile,,60.0
11000021618,729.0,mobile,,31.0
11000021619,,mobile,,27.0
11000021620,595.0,mobile,,56.0
11000021621,,mobile,,25.0
11000021622,1118.0,mobile,,
11000021623,,desktop,,2.0
11000021624,548.0,mobile,,4.0
11000021625,,desktop,,43.0
11000021626,,mobile,,36.0
11000021627,1049.0,mobile,,56.0
11000021628,,desktop,,13.0
11000021629,32.0,mobile,,38.0
11000021630,239.0,mobile,,19.0
11000021631,,mobile,,2.0
11000021632,,desktop,,23.0
11000021633,,mobile,,31.0
11000021634,,desktop,,
11000021635,601.0,mobile,,34.0
11000021636,,mobile,,3.0
11000021637,,mobile,,29.0
11000021638,1377.0,desktop,,44.0
11000021639,611.0,desktop,,37.0
11000021640,976.0,mobile,,33.0
11000021641,495.0,desktop,,60.0
11000021642,151.0,mobile,,
11000021643,266.0,desktop,,
11000021644,605.0,mobile,,8.0
11000021645,1167.0,tablet,,1.0
11000021646,,mobile,,28.0
11000021647,122.0,mobile,,34.0
11000021648,312.0,mobile,,14.0
11000021649,,mobile,,
11000021650,1269.0,mobile,,14.0
11000021651,485.0,desktop,,3.0
11000021652,643.0,mobile,,39.0
11000021653,,desktop,,8.0
11000021654,,mobile,,32.0
11000021655,232.0,mobile,,1.0
11000021656,775.0,mobile,,27.0
11000021657,,desktop,,9.0
11000021658,1177.0,mobile,,20.0
11000021659,202.0,desktop,,45.0
11000021660,921.0,desktop,,28.0
11000021661,,desktop,,31.0
11000021662,,desktop,,13.0
11000021663,,desktop,,28.0
11000021664,,desktop,,11.0
11000021665,,mobile,,
11000021666,,mobile,,30.0
11000021667,426.0,desktop,,19.0
11000021668,234.0,mobile,,8.0
11000021669,901.0,mobile,,15.0
11000021670,,mobile,,54.0
11000021671,611.0,desktop,,17.0
11000021672,,desktop,,4.0
11000021673,838.0,mobile,,56.0
11000021674,,mobile,,1.0
11000021675,,mobile,,13.0
11000021676,,desktop,,60.0
11000021677,1277.0,mobile,,4.0
11000021678,872.0,tablet,,
11000021679,1486.0,mobile,,31.0
11000021680,1066.0,mobile,,43.0
11000021681,,mobile,,4.0
11000021682,840.0,desktop,,33.0
11000021683,1418.0,desktop,,21.0
11000021684,,desktop,,25.0
11000021685,,mobile,,34.0
11000021686,149.0,mobile,,45.0
11000021687,296.0,mobile,,21.0
11000021688,,mobile,,13.0
11000021689,256.0,mobile,,34.0
11000021690,1063.0,mobile,,8.0
11000021691,233.0,desktop,,9.0
11000021692,1384.0,desktop,,24.0
11000021693,,mobile,,50.0
11000021694,,desktop,,46.0
11000021695,,mobile,,34.0
11000021696,674.0,desktop,,34.0
11000021697,,mobile,,14.0
11000021698,,mobile,,28.0
11000021699,,desktop,,12.0
11000021700,897.0,desktop,,44.0
11000021701,483.0,desktop,,56.0
11000021702,328.0,tablet,,33.0
11000021703,247.0,tablet,,8.0
11000021704,757.0,desktop,,6.0
11000021705,670.0,mobile,,59.0
11000021706,,mobile,,19.0
11000021707,,desktop,,54.0
11000021708,,mobile,,5.0
11000021709,605.0,mobile,,42.0
11000021710,482.0,mobile,,44.0
11000021711,375.0,mobile,,19.0
11000021712,776.0,desktop,,39.0
11000021713,498.0,mobile,,3.0
11000021714,180.0,mobile,,8.0
11000021715,369.0,mobile,,13.0
11000021716,1041.0,mobile,,39.0
11000021717,469.0,mobile,,5.0
11000021718,,mobile,,19.0
11000021719,,desktop,,41.0
11000021720,,desktop,,25.0
11000021721,272.0,mobile,,55.0
11000021722,1097.0,mobile,,18.0
11000021723,6.0,desktop,,35.0
11000021724,392.0,desktop,,28.0
11000021725,133.0,tablet,,44.0
11000021726,359.0,mobile,,33.0
11000021727,1470.0,mobile,,42.0
11000021728,14.0,mobile,,59.0
11000021729,,mobile,,26.0
11000021730,1090.0,mobile,,57.0
11000021731,,desktop,,10.0
11000021732,1209.0,mobile,,60.0
11000021733,840.0,mobile,,37.0
11000021734,318.0,mobile,,8.0
11000021735,,mobile,,
11000021736,,desktop,,3.0
11000021737,,desktop,,23.0
11000021738,989.0,tablet,,35.0
11000021739,596.0,mobile,,28.0
11000021740,,mobile,,39.0
11000021741,582.0,mobile,,26.0
11000021742,468.0,mobile,,25.0
11000021743,1301.0,mobile,,25.0
11000021744,,mobile,,41.0
11000021745,973.0,mobile,,22.0
11000021746,,desktop,,34.0
11000021747,,mobile,,27.0
11000021748,229.0,mobile,,40.0
11000021749,307.0,mobile,,40.0
11000021750,1232.0,desktop,,48.0
11000021751,1184.0,desktop,,11.0
11000021752,,mobile,,30.0
11000021753,421.0,mobile,,21.0
11000021754,844.0,mobile,,51.0
11000021755,1186.0,mobile,,17.0
11000021756,1346.0,desktop,,52.0
11000021757,,mobile,,
11000021758,,mobile,,47.0
11000021759,105.0,tablet,,18.0
11000021760,59.0,desktop,,11.0
11000021761,310.0,desktop,,8.0
11000021762,,mobile,,48.0
11000021763,,mobile,,47.0
11000021764,,mobile,,60.0
11000021765,1382.0,mobile,,31.0
11000021766,1300.0,desktop,,43.0
11000021767,985.0,mobile,,54.0
11000021768,360.0,mobile,,9.0
11000021769,753.0,desktop,,39.0
11000021770,,tablet,,15.0
11000021771,960.0,mobile,,22.0
11000021772,806.0,tablet,,50.0
11000021773,860.0,mobile,,17.0
11000021774,1122.0,desktop,,14.0
11000021775,740.0,desktop,,24.0
11000021776,,desktop,,7.0
11000021777,1026.0,mobile,,2.0
11000021778,1229.0,mobile,,25.0
11000021779,356.0,tablet,,15.0
11000021780,1068.0,desktop,,12.0
11000021781,564.0,desktop,,4.0
11000021782,,mobile,,35.0
11000021783,210.0,mobile,,31.0
11000021784,,desktop,,10.0
11000021785,,mobile,,39.0
11000021786,,desktop,,2.0
11000021787,303.0,mobile,,56.0
11000021788,,mobile,,26.0
11000021789,1076.0,mobile,,13.0
11000021790,432.0,mobile,,40.0
11000021791,719.0,mobile,,56.0
11000021792,290.0,mobile,,20.0
11000021793,,mobile,,2.0
11000021794,374.0,mobile,,48.0
11000021795,187.0,desktop,,59.0
11000021796,184.0,desktop,,16.0
11000021797,269.0,mobile,,12.0
11000021798,9.0,mobile,,55.0
11000021799,,desktop,,7.0
11000021800,,desktop,,
11000021801,1333.0,mobile,,34.0
11000021802,1135.0,desktop,,47.0
11000021803,1320.0,mobile,,28.0
11000021804,1132.0,mobile,,12.0
11000021805,,mobile,,38.0
11000021806,1094.0,desktop,,35.0
11000021807,734.0,mobile,,25.0
11000021808,596.0,desktop,,21.0
11000021809,1056.0,mobile,,54.0
11000021810,202.0,desktop,,14.0
11000021811,1168.0,mobile,,19.0
11000021812,,desktop,,25.0
11000021813,,mobile,,35.0
11000021814,1327.0,mobile,,28.0
11000021815,409.0,mobile,,52.0
11000021816,85.0,mobile,,28.0
11000021817,206.0,desktop,,59.0
11000021818,,mobile,,35.0
11000021819,307.0,mobile,,46.0
11000021820,,mobile,,31.0
11000021821,917.0,mobile,,8.0
11000021822,286.0,mobile,,25.0
11000021823,762.0,mobile,,8.0
11000021824,,mobile,,20.0
11000021825,,mobile,,55.0
11000021826,1105.0,mobile,,42.0
11000021827,623.0,mobile,,40.0
11000021828,315.0,mobile,,15.0
11000021829,900.0,mobile,,46.0
11000021830,,desktop,,42.0
11000021831,1438.0,mobile,,8.0
11000021832,,desktop,,3.0
11000021833,65.0,desktop,,32.0
11000021834,1469.0,mobile,,55.0
11000021835,1479.0,mobile,,45.0
11000021836,199.0,mobile,,18.0
11000021837,171.0,mobile,,
11000021838,581.0,mobile,,15.0
11000021839,918.0,desktop,,5.0
11000021840,1213.0,mobile,,33.0
11000021841,14.0,mobile,,51.0
11000021842,960.0,mobile,,31.0
11000021843,,mobile,,11.0
11000021844,1198.0,mobile,,28.0
11000021845,,desktop,,40.0
11000021846,,desktop,,44.0
11000021847,1216.0,mobile,,58.0
11000021848,,mobile,,48.0
11000021849,,mobile,,54.0
11000021850,,mobile,,42.0
11000021851,1024.0,desktop,,11.0
11000021852,1350.0,mobile,,60.0
11000021853,,mobile,,21.0
11000021854,1020.0,desktop,,35.0
11000021855,1197.0,desktop,,58.0
11000021856,58.0,mobile,,53.0
11000021857,1432.0,mobile,,1.0
11000021858,,mobile,,5.0
11000021859,,mobile,,29.0
11000021860,1099.0,mobile,,10.0
11000021861,,mobile,,7.0
11000021862,1358.0,mobile,,54.0
11000021863,681.0,mobile,,12.0
11000021864,321.0,mobile,,3.0
11000021865,145.0,mobile,,8.0
11000021866,,mobile,,18.0
11000021867,,mobile,,3.0
11000021868,873.0,mobile,,47.0
11000021869,1386.0,mobile,,52.0
11000021870,1032.0,mobile,,28.0
11000021871,,desktop,,41.0
11000021872,813.0,mobile,,26.0
11000021873,174.0,desktop,,48.0
11000021874,,desktop,,12.0
11000021875,1177.0,mobile,,60.0
11000021876,80.0,desktop,,16.0
11000021877,,desktop,,55.0
11000021878,778.0,mobile,,59.0
11000021879,,desktop,,34.0
11000021880,,mobile,,58.0
11000021881,25.0,mobile,,58.0
11000021882,1210.0,mobile,,12.0
11000021883,,mobile,,55.0
11000021884,1044.0,desktop,,35.0
11000021885,,mobile,,31.0
11000021886,1380.0,mobile,,15.0
11000021887,,mobile,,11.0
11000021888,720.0,mobile,,7.0
11000021889,1361.0,desktop,,46.0
11000021890,1098.0,mobile,,37.0
11000021891,1238.0,tablet,,31.0
11000021892,,mobile,,29.0
11000021893,108.0,mobile,,26.0
11000021894,,desktop,,7.0
11000021895,232.0,mobile,,32.0
11000021896,,desktop,,
11000021897,,mobile,,42.0
11000021898,,mobile,,39.0
11000021899,510.0,desktop,,1.0
11000021900,,mobile,,31.0
11000021901,1310.0,desktop,,33.0
11000021902,,mobile,,
11000021903,,desktop,,
11000021904,,mobile,,47.0
11000021905,424.0,mobile,,32.0
11000021906,782.0,mobile,,30.0
11000021907,563.0,mobile,,7.0
11000021908,1130.0,desktop,,22.0
11000021909,1467.0,mobile,,36.0
11000021910,,mobile,,60.0
11000021911,466.0,desktop,,53.0
11000021912,800.0,mobile,,10.0
11000021913,,desktop,,42.0
11000021914,169.0,mobile,,40.0
11000021915,811.0,mobile,,50.0
11000021916,1199.0,mobile,,29.0
11000021917,1364.0,desktop,,9.0
11000021918,,mobile,,19.0
11000021919,1457.0,mobile,,3.0
