order_id,date_sk,customer_sk,channel_sk,store_sk,status,total_amount,tax_amount
1000003222,10954,249,2,1.0,REFUNDED,29040.0,5040.0
1000003223,2570,948,1,,FULFILLED,27636.0,4536.0
1000003224,10232,754,2,2.0,PAID,14229.6,2469.6
1000003225,8020,1427,2,3.0,FULFILLED,26136.0,4536.0
1000003226,4096,1351,2,3.0,PAID,43560.0,7560.0
1000003227,7595,401,1,,FULFILLED,35685.0,5985.0
1000003228,7894,609,2,4.0,FULFILLED,29040.0,5040.0
1000003229,1861,720,1,,FULFILLED,40404.0,6804.0
1000003230,9791,1000,1,,CANCELLED,37500.0,6300.0
1000003231,10168,1143,1,,CANCELLED,29867.4,5027.4
1000003232,1971,871,2,4.0,FULFILLED,53905.5,9355.5
1000003233,11452,1336,2,3.0,FULFILLED,83490.0,14490.0
1000003234,8024,357,2,2.0,FULFILLED,27588.0,4788.0
1000003235,7403,1352,2,4.0,FULFILLED,12414.6,2154.6
1000003236,4432,1312,2,2.0,FULFILLED,17242.5,2992.5
1000003237,4791,272,1,,FULFILLED,14520.0,2520.0
1000003238,2180,1284,2,1.0,FULFILLED,29040.0,5040.0
1000003239,1024,738,1,,FULFILLED,27442.8,4762.8
1000003240,3471,69,2,1.0,FULFILLED,41382.0,7182.0
1000003241,5057,1237,1,,FULFILLED,50505.0,8505.0
1000003242,3759,83,1,,FULFILLED,55650.0,9450.0
1000003243,5054,1172,1,,CANCELLED,29088.0,4788.0
1000003244,10340,489,2,2.0,FULFILLED,45738.0,7938.0
1000003245,8325,451,1,,FULFILLED,14694.0,2394.0
1000003246,377,918,2,3.0,FULFILLED,45520.2,7900.2
1000003247,2888,491,1,,FULFILLED,27588.0,4788.0
1000003248,8945,1232,1,,PAID,36474.0,6174.0
1000003249,9580,477,1,,FULFILLED,36774.0,6174.0
1000003250,6176,1466,2,3.0,FULFILLED,14520.0,2520.0
1000003251,3971,1369,2,3.0,CANCELLED,50747.4,8807.4
1000003252,2317,254,1,,FULFILLED,15420.0,2520.0
1000003253,426,388,2,1.0,FULFILLED,27588.0,4788.0
1000003254,11374,1415,1,,FULFILLED,57172.5,9922.5
1000003255,2822,1434,1,,CANCELLED,42582.0,7182.0
1000003256,2277,204,2,1.0,FULFILLED,72091.8,12511.8
1000003257,9559,902,1,,FULFILLED,48157.68,8149.68
1000003258,575,653,2,3.0,REFUNDED,26136.0,4536.0
1000003259,7797,427,1,,FULFILLED,24422.4,4082.4
1000003260,1055,439,2,4.0,FULFILLED,48351.6,8391.6
1000003261,11681,816,1,,FULFILLED,74707.5,12757.5
1000003262,1738,19,1,,FULFILLED,20166.75,3291.75
1000003263,2934,1480,2,4.0,PAID,53905.5,9355.5
1000003264,1978,619,1,,PAID,15720.0,2520.0
1000003265,2462,907,1,,FULFILLED,27036.0,4536.0
1000003266,10980,411,1,,FULFILLED,34241.55,5786.55
1000003267,11215,1472,2,1.0,FULFILLED,71692.5,12442.5
1000003268,2082,1414,1,,FULFILLED,19866.75,3291.75
1000003269,11297,1437,2,3.0,FULFILLED,106213.8,18433.8
1000003270,10457,993,2,1.0,FULFILLED,28459.2,4939.2
1000003271,5611,882,2,3.0,FULFILLED,35574.0,6174.0
1000003272,6890,1485,1,,FULFILLED,55813.88,9426.38
1000003273,1961,1422,2,1.0,FULFILLED,42688.8,7408.8
1000003274,10431,594,2,1.0,FULFILLED,53361.0,9261.0
1000003275,10368,791,1,,FULFILLED,84916.88,14529.38
1000003276,8428,417,2,4.0,FULFILLED,13068.0,2268.0
1000003277,9018,760,1,,FULFILLED,42282.0,7182.0
1000003278,9761,527,1,,FULFILLED,39919.92,6667.92
1000003279,11975,604,2,4.0,FULFILLED,41962.8,7282.8
1000003280,2191,1132,1,,FULFILLED,66721.5,11371.5
1000003281,7165,726,1,,FULFILLED,27636.0,4536.0
1000003282,5582,133,1,,PAID,33570.0,5670.0
1000003283,6865,1292,1,,FULFILLED,50362.62,8740.62
1000003284,5867,466,1,,FULFILLED,73613.58,12515.58
1000003285,2357,433,1,,FULFILLED,33870.0,5670.0
1000003286,3131,358,1,,FULFILLED,28788.0,4788.0
1000003287,6713,130,2,3.0,FULFILLED,70131.6,12171.6
1000003288,11706,1153,2,3.0,FULFILLED,54450.0,9450.0
1000003289,11042,1275,2,1.0,FULFILLED,13068.0,2268.0
1000003290,4996,62,1,,FULFILLED,42882.0,7182.0
1000003291,10175,682,1,,FULFILLED,33216.6,5556.6
1000003292,1398,1370,1,,FULFILLED,13968.0,2268.0
1000003293,2876,858,1,,FULFILLED,102204.75,17529.75
1000003294,8317,222,1,,FULFILLED,19350.0,3150.0
1000003295,6205,671,1,,PAID,78664.2,13444.2
1000003296,4531,415,1,,FULFILLED,17242.5,2992.5
1000003297,15,1415,2,4.0,PAID,59486.62,10324.12
1000003298,3723,533,2,4.0,FULFILLED,73543.8,12763.8
1000003299,10451,978,2,1.0,FULFILLED,19965.0,3465.0
1000003300,1658,1387,2,2.0,FULFILLED,93291.0,16191.0
1000003301,1399,907,1,,FULFILLED,14568.0,2268.0
1000003302,5157,820,1,,PAID,43888.8,7408.8
1000003303,156,1223,2,1.0,FULFILLED,90858.9,15768.9
1000003304,10399,641,1,,FULFILLED,15720.0,2520.0
1000003305,10434,1319,1,,FULFILLED,31493.64,5309.64
1000003306,1741,1421,1,,FULFILLED,51727.5,8977.5
1000003307,11788,63,2,2.0,FULFILLED,31036.5,5386.5
1000003308,10830,1309,2,4.0,CREATED,103447.74,17953.74
1000003309,7120,855,2,3.0,PAID,43560.0,7560.0
1000003310,3376,1483,2,4.0,FULFILLED,44104.5,7654.5
1000003311,8622,858,1,,PAID,15274.8,2494.8
1000003312,7729,1390,2,3.0,FULFILLED,36300.0,6300.0
1000003313,8386,929,2,3.0,REFUNDED,42688.8,7408.8
1000003314,3752,809,2,4.0,FULFILLED,14229.6,2469.6
1000003315,2997,1236,2,2.0,CREATED,100333.2,17413.2
1000003316,10722,816,1,,FULFILLED,56900.25,9875.25
1000003317,10824,143,1,,FULFILLED,39204.0,6804.0
1000003318,5549,984,2,3.0,FULFILLED,49005.0,8505.0
1000003319,7276,529,2,2.0,FULFILLED,29040.0,5040.0
1000003320,6716,4,2,3.0,FULFILLED,18966.75,3291.75
1000003321,8488,506,1,,REFUNDED,18987.0,3087.0
1000003322,1538,942,2,2.0,FULFILLED,29040.0,5040.0
1000003323,11711,210,1,,FULFILLED,27336.0,4536.0
1000003324,11996,1324,2,1.0,FULFILLED,78045.0,13545.0
1000003325,3448,1102,1,,FULFILLED,33870.0,5670.0
1000003326,6039,146,2,4.0,FULFILLED,52998.0,9198.0
1000003327,4668,1120,2,2.0,FULFILLED,17242.5,2992.5
1000003328,10020,1160,2,3.0,FULFILLED,35937.0,6237.0
1000003329,7935,863,2,2.0,FULFILLED,30219.75,5244.75
1000003330,1607,540,2,1.0,FULFILLED,61365.15,10650.15
1000003331,11347,610,1,,REFUNDED,57256.8,9676.8
1000003332,3898,31,1,,CANCELLED,76258.8,13078.8
1000003333,10330,449,2,3.0,FULFILLED,39204.0,6804.0
1000003334,565,769,2,1.0,REFUNDED,53361.0,9261.0
1000003335,9775,1402,2,3.0,FULFILLED,43560.0,7560.0
1000003336,8558,908,2,1.0,FULFILLED,58283.28,10115.28
1000003337,6622,624,1,,FULFILLED,33444.0,5544.0
1000003338,3321,608,1,,FULFILLED,54561.0,9261.0
1000003339,1140,37,1,,FULFILLED,46720.2,7900.2
1000003340,6358,1482,1,,PAID,110127.75,18852.75
1000003341,1826,1058,2,4.0,FULFILLED,18104.62,3142.12
1000003342,9872,286,1,,FULFILLED,31029.0,5229.0
1000003343,11792,1008,1,,PAID,49905.0,8505.0
1000003344,810,668,1,,FULFILLED,15729.6,2469.6
1000003345,836,117,2,3.0,FULFILLED,100732.5,17482.5
1000003346,4861,851,1,,CANCELLED,28642.8,4762.8
1000003347,10911,51,2,1.0,FULFILLED,85305.0,14805.0
1000003348,6049,1117,1,,FULFILLED,16446.0,2646.0
1000003349,834,1029,1,,FULFILLED,15720.0,2520.0
1000003350,3986,1139,1,,PAID,52627.5,8977.5
1000003351,11250,1378,2,3.0,FULFILLED,41382.0,7182.0
1000003352,1027,1271,2,2.0,FULFILLED,49368.0,8568.0
1000003353,4333,1424,1,,PAID,17835.0,2835.0
1000003354,10616,489,2,4.0,FULFILLED,37026.0,6426.0
1000003355,8862,744,1,,FULFILLED,54261.0,9261.0
1000003356,3546,323,1,,FULFILLED,28197.6,4737.6
1000003357,8509,1471,1,,FULFILLED,18987.0,3087.0
1000003358,3661,1469,1,,FULFILLED,46938.0,7938.0
1000003359,8756,1191,2,4.0,FULFILLED,74197.2,12877.2
1000003360,9307,335,1,,FULFILLED,18987.0,3087.0
1000003361,1383,717,1,,FULFILLED,32672.1,5462.1
1000003362,11709,911,1,,FULFILLED,50529.6,8769.6
1000003363,11937,184,2,1.0,FULFILLED,35574.0,6174.0
1000003364,1403,957,1,,FULFILLED,28488.0,4788.0
1000003365,9358,797,2,1.0,CREATED,42688.8,7408.8
1000003366,9484,22,2,4.0,PAID,28459.2,4939.2
1000003367,4359,260,1,,FULFILLED,42882.0,7182.0
1000003368,8306,835,1,,FULFILLED,107077.5,18427.5
1000003369,2823,1316,2,2.0,PAID,11761.2,2041.2
1000003370,4794,240,1,,CANCELLED,26029.2,4309.2
1000003371,5593,790,2,3.0,FULFILLED,54450.0,9450.0
1000003372,11431,1380,1,,FULFILLED,19057.5,3307.5
1000003373,152,936,2,4.0,PAID,39930.0,6930.0
1000003374,11650,274,1,,FULFILLED,54861.0,9261.0
1000003375,677,1177,2,2.0,FULFILLED,46500.3,8070.3
1000003376,10614,623,1,,FULFILLED,29141.4,4901.4
1000003377,7432,419,1,,CANCELLED,18351.75,2976.75
1000003378,3616,1308,2,3.0,REFUNDED,16335.0,2835.0
1000003379,2733,508,1,,FULFILLED,80997.0,13797.0
1000003380,295,1234,2,4.0,FULFILLED,41382.0,7182.0
1000003381,4478,992,1,,FULFILLED,19350.0,3150.0
1000003382,2620,143,2,2.0,FULFILLED,53996.25,9371.25
1000003383,10791,763,1,,FULFILLED,33870.0,5670.0
1000003384,1459,784,1,,REFUNDED,17787.0,3087.0
1000003385,5703,1473,2,3.0,FULFILLED,54450.0,9450.0
1000003386,9461,1344,2,4.0,FULFILLED,53361.0,9261.0
1000003387,4111,457,1,,FULFILLED,58708.8,9928.8
1000003388,11391,228,1,,FULFILLED,56956.8,9676.8
1000003389,1225,1500,1,,FULFILLED,17535.0,2835.0
1000003390,988,84,1,,FULFILLED,29867.4,5027.4
1000003391,6379,692,1,,FULFILLED,85053.0,14553.0
1000003392,9987,302,2,4.0,CANCELLED,53361.0,9261.0
1000003393,2974,297,1,,FULFILLED,29649.6,4989.6
1000003394,8673,159,2,3.0,FULFILLED,31944.0,5544.0
1000003395,9411,1248,1,,FULFILLED,64942.8,11062.8
1000003396,11381,319,1,,FULFILLED,44351.1,7541.1
1000003397,9629,1126,1,,PAID,35203.5,5953.5
1000003398,6879,1079,1,,CREATED,35685.0,5985.0
1000003399,8833,553,1,,FULFILLED,75678.0,12978.0
1000003400,9332,835,1,,REFUNDED,55350.0,9450.0
1000003401,8751,1358,1,,PAID,73074.0,12474.0
1000003402,10116,1243,2,1.0,FULFILLED,28459.2,4939.2
1000003403,1550,1397,1,,FULFILLED,72392.85,12407.85
1000003404,8875,437,2,4.0,FULFILLED,100732.5,17482.5
1000003405,111,241,2,4.0,FULFILLED,13068.0,2268.0
1000003406,10750,1246,1,,FULFILLED,68079.12,11607.12
1000003407,7344,1076,1,,PAID,29359.2,4939.2
1000003408,6258,1217,2,4.0,FULFILLED,37933.5,6583.5
1000003409,558,884,1,,FULFILLED,38743.8,6463.8
1000003410,3486,1370,2,2.0,FULFILLED,49005.0,8505.0
1000003411,1788,1376,1,,FULFILLED,40830.0,6930.0
1000003412,629,249,1,,FULFILLED,19287.0,3087.0
1000003413,2772,917,1,,FULFILLED,15429.6,2469.6
1000003414,6180,168,2,4.0,CANCELLED,51455.25,8930.25
1000003415,4986,566,1,,PAID,32844.0,5544.0
1000003416,11731,43,2,1.0,CANCELLED,39204.0,6804.0
1000003417,2053,813,1,,CANCELLED,36300.0,6300.0
1000003418,1312,323,1,,FULFILLED,14268.0,2268.0
1000003419,6739,26,1,,FULFILLED,43414.8,7534.8
1000003420,126,396,2,2.0,PAID,41382.0,7182.0
1000003421,11201,487,2,3.0,FULFILLED,58697.1,10187.1
1000003422,1038,551,2,4.0,FULFILLED,75939.6,13179.6
1000003423,8983,1101,1,,REFUNDED,35574.0,6174.0
1000003424,8803,790,2,2.0,FULFILLED,14229.6,2469.6
1000003425,8000,242,1,,CANCELLED,29659.2,4939.2
1000003426,1675,1399,2,3.0,FULFILLED,17787.0,3087.0
1000003427,7697,1389,1,,PAID,14268.0,2268.0
1000003428,4479,1290,2,4.0,PAID,31254.3,5424.3
1000003429,11900,221,2,4.0,CANCELLED,119136.6,20676.6
1000003430,2002,1161,2,1.0,FULFILLED,56029.05,9724.05
1000003431,5847,570,1,,PAID,35685.0,5985.0
1000003432,7700,847,1,,FULFILLED,66149.25,11324.25
1000003433,6195,372,2,2.0,CANCELLED,83490.0,14490.0
1000003434,2647,390,1,,PAID,32205.12,5433.12
1000003435,262,434,2,2.0,FULFILLED,79678.5,13828.5
1000003436,2558,1342,1,,FULFILLED,14694.0,2394.0
1000003437,11891,71,1,,FULFILLED,55650.0,9450.0
1000003438,8894,868,2,4.0,FULFILLED,29882.16,5186.16
1000003439,4438,1176,1,,FULFILLED,82221.6,14061.6
1000003440,10475,1423,1,,FULFILLED,80474.28,13706.28
1000003441,5231,668,2,2.0,FULFILLED,59895.0,10395.0
1000003442,10609,655,1,,FULFILLED,14694.0,2394.0
1000003443,9413,292,1,,FULFILLED,47238.0,7938.0
1000003444,9260,712,2,4.0,FULFILLED,14520.0,2520.0
1000003445,1443,1421,1,,FULFILLED,72711.0,12411.0
1000003446,4074,1290,1,,CANCELLED,29359.2,4939.2
1000003447,240,576,2,4.0,FULFILLED,28459.2,4939.2
1000003448,8199,612,2,1.0,FULFILLED,33377.85,5792.85
1000003449,8233,227,2,4.0,FULFILLED,14520.0,2520.0
1000003450,399,590,1,,CANCELLED,60468.3,10338.3
1000003451,984,1498,1,,FULFILLED,37200.0,6300.0
1000003452,11013,184,1,,FULFILLED,14229.6,2469.6
1000003453,4156,88,1,,FULFILLED,27588.0,4788.0
1000003454,8281,1321,1,,FULFILLED,77947.8,13267.8
1000003455,9870,528,1,,FULFILLED,39433.5,6583.5
1000003456,11015,1259,1,,FULFILLED,13706.64,2222.64
1000003457,9281,817,2,2.0,FULFILLED,88477.62,15355.62
1000003458,11889,85,2,4.0,FULFILLED,107774.7,18704.7
1000003459,5002,771,2,3.0,CANCELLED,36300.0,6300.0
1000003460,3609,1386,1,,FULFILLED,31082.16,5186.16
1000003461,2780,514,1,,FULFILLED,23522.4,4082.4
1000003462,6315,1252,2,3.0,FULFILLED,31744.35,5509.35
1000003463,6122,1427,1,,FULFILLED,78456.0,13356.0
1000003464,11380,965,1,,FULFILLED,27036.0,4536.0
1000003465,11475,1139,1,,FULFILLED,33870.0,5670.0
1000003466,3569,1197,2,3.0,FULFILLED,42108.0,7308.0
1000003467,7149,1252,1,,PAID,53535.0,9135.0
1000003468,3552,976,2,4.0,PAID,58697.1,10187.1
1000003469,8170,549,2,4.0,CANCELLED,14941.08,2593.08
1000003470,4910,1301,1,,PAID,25613.28,4445.28
1000003471,3970,331,1,,FULFILLED,27336.0,4536.0
1000003472,2123,219,1,,FULFILLED,58372.5,9922.5
1000003473,2176,422,2,1.0,FULFILLED,53905.5,9355.5
1000003474,5059,181,1,,FULFILLED,33795.3,5865.3
1000003475,5539,1073,1,,FULFILLED,19168.5,3118.5
1000003476,5516,1362,1,,FULFILLED,35803.5,5953.5
1000003477,4541,1436,2,3.0,FULFILLED,31944.0,5544.0
1000003478,1747,364,1,,FULFILLED,32236.5,5386.5
1000003479,394,343,1,,PAID,40404.0,6804.0
1000003480,1229,1044,1,,FULFILLED,14701.5,2551.5
1000003481,2450,805,2,4.0,FULFILLED,71765.1,12455.1
1000003482,6901,1121,2,1.0,CANCELLED,66429.0,11529.0
1000003483,7673,1395,2,3.0,CANCELLED,26136.0,4536.0
1000003484,5377,728,1,,FULFILLED,39615.0,6615.0
1000003485,9769,688,2,1.0,FULFILLED,26136.0,4536.0
1000003486,3103,831,1,,FULFILLED,52627.5,8977.5
1000003487,11082,744,1,,PAID,37709.25,6284.25
1000003488,5143,1371,2,2.0,PAID,73329.63,12726.63
1000003489,1169,167,1,,FULFILLED,15841.08,2593.08
1000003490,2510,111,1,,CREATED,44169.6,7509.6
1000003491,6251,580,1,,PAID,15420.0,2520.0
1000003492,84,117,2,1.0,FULFILLED,11761.2,2041.2
1000003493,11941,1264,1,,FULFILLED,49905.0,8505.0
1000003494,9667,233,1,,CANCELLED,44460.0,7560.0
1000003495,2360,671,1,,FULFILLED,27544.2,4624.2
1000003496,1725,94,1,,FULFILLED,57354.0,9954.0
1000003497,3155,390,2,4.0,FULFILLED,32670.0,5670.0
1000003498,6931,305,1,,FULFILLED,32962.5,5512.5
1000003499,6173,400,1,,FULFILLED,44469.6,7509.6
1000003500,1296,396,1,,FULFILLED,52927.5,8977.5
1000003501,6787,1168,1,,FULFILLED,36292.5,6142.5
1000003502,7661,655,2,3.0,FULFILLED,82764.0,14364.0
1000003503,10327,343,1,,FULFILLED,33533.7,5663.7
1000003504,8367,684,1,,CREATED,27336.0,4536.0
1000003505,3081,1150,1,,REFUNDED,45738.0,7938.0
1000003506,871,1028,2,3.0,FULFILLED,32016.6,5556.6
1000003507,2358,585,2,1.0,FULFILLED,26136.0,4536.0
1000003508,9630,1294,1,,FULFILLED,19050.0,3150.0
1000003509,5365,455,2,4.0,FULFILLED,17151.75,2976.75
1000003510,11776,1141,2,1.0,FULFILLED,46554.75,8079.75
1000003511,11039,376,2,2.0,FULFILLED,16335.0,2835.0
1000003512,2524,1154,1,,FULFILLED,42465.84,7161.84
1000003513,5432,1498,1,,REFUNDED,14268.0,2268.0
1000003514,11872,603,2,3.0,CANCELLED,14520.0,2520.0
1000003515,1109,1002,2,3.0,FULFILLED,97873.88,16986.38
1000003516,4525,924,1,,FULFILLED,27588.0,4788.0
1000003517,10107,1309,2,1.0,FULFILLED,17242.5,2992.5
1000003518,9787,1212,2,4.0,FULFILLED,16335.0,2835.0
1000003519,10409,974,2,2.0,FULFILLED,42688.8,7408.8
1000003520,2330,1154,2,1.0,FULFILLED,55103.4,9563.4
1000003521,11473,105,1,,CANCELLED,39133.5,6583.5
1000003522,5718,335,1,,CANCELLED,43588.8,7408.8
1000003523,896,421,2,1.0,CANCELLED,37243.8,6463.8
1000003524,10764,77,1,,FULFILLED,60686.62,10324.12
1000003525,1008,1399,2,1.0,FULFILLED,18150.0,3150.0
1000003526,2106,761,1,,CANCELLED,29659.2,4939.2
1000003527,11194,160,2,2.0,FULFILLED,24829.2,4309.2
1000003528,4283,555,1,,PAID,65259.9,11169.9
1000003529,3927,634,1,,REFUNDED,44760.0,7560.0
1000003530,1199,1187,2,4.0,FULFILLED,19565.7,3395.7
1000003531,11490,1329,1,,FULFILLED,15420.0,2520.0
1000003532,11077,1231,1,,FULFILLED,121677.6,21117.6
1000003533,8612,571,2,1.0,CANCELLED,24829.2,4309.2
1000003534,7866,1336,2,1.0,FULFILLED,59895.0,10395.0
1000003535,1056,243,2,1.0,FULFILLED,38550.6,6690.6
1000003536,6218,678,2,3.0,CANCELLED,17242.5,2992.5
1000003537,878,791,1,,FULFILLED,70732.12,12119.62
1000003538,9236,580,1,,FULFILLED,18987.0,3087.0
1000003539,6437,121,2,3.0,PAID,51455.25,8930.25
1000003540,10560,1130,2,4.0,FULFILLED,36300.0,6300.0
1000003541,2678,1275,2,4.0,FULFILLED,80949.0,14049.0
1000003542,2074,1039,1,,CANCELLED,46420.2,7900.2
1000003543,5395,171,2,3.0,FULFILLED,25613.28,4445.28
1000003544,9646,132,2,1.0,FULFILLED,53905.5,9355.5
1000003545,7206,889,2,3.0,FULFILLED,44394.9,7704.9
1000003546,846,640,1,,FULFILLED,38143.8,6463.8
1000003547,9612,841,1,,FULFILLED,50205.0,8505.0
1000003548,7164,1188,2,4.0,CANCELLED,27588.0,4788.0
1000003549,5766,1319,1,,FULFILLED,27336.0,4536.0
1000003550,7015,580,1,,FULFILLED,18687.0,3087.0
1000003551,5431,589,1,,FULFILLED,16446.0,2646.0
1000003552,7750,204,1,,CANCELLED,40404.0,6804.0
1000003553,1814,867,1,,FULFILLED,47454.75,8079.75
1000003554,5008,250,1,,FULFILLED,17018.25,2693.25
1000003555,9162,1215,1,,FULFILLED,17787.0,3087.0
1000003556,1972,1363,2,4.0,PAID,14374.8,2494.8
1000003557,10272,589,1,,PAID,68200.2,11680.2
1000003558,2544,1462,1,,PAID,36183.6,6123.6
1000003559,10146,837,2,4.0,PAID,49005.0,8505.0
1000003560,6443,1210,2,1.0,FULFILLED,41382.0,7182.0
1000003561,6202,370,2,3.0,FULFILLED,23522.4,4082.4
1000003562,10894,1474,2,4.0,FULFILLED,76171.92,13219.92
1000003563,6126,294,2,1.0,FULFILLED,34303.5,5953.5
1000003564,9432,1427,1,,FULFILLED,35385.0,5985.0
1000003565,3000,119,1,,FULFILLED,67656.75,11481.75
1000003566,61,485,1,,PAID,49005.0,8505.0
1000003567,538,583,2,4.0,FULFILLED,65456.16,11360.16
1000003568,8973,1463,1,,FULFILLED,14694.0,2394.0
1000003569,8597,160,1,,FULFILLED,34485.0,5985.0
1000003570,11152,629,1,,CANCELLED,65904.75,11229.75
1000003571,4086,727,2,1.0,FULFILLED,38419.92,6667.92
1000003572,2266,590,1,,FULFILLED,55650.0,9450.0
1000003573,5555,443,1,,PAID,36474.0,6174.0
1000003574,1397,705,1,,FULFILLED,19576.35,3241.35
1000003575,9351,188,1,,FULFILLED,18442.5,2992.5
1000003576,1900,1097,2,4.0,FULFILLED,41382.0,7182.0
1000003577,7800,1328,2,4.0,PAID,17787.0,3087.0
1000003578,60,304,2,3.0,FULFILLED,30492.0,5292.0
1000003579,10557,876,1,,REFUNDED,80543.25,13718.25
1000003580,2237,1116,1,,FULFILLED,15429.6,2469.6
1000003581,8269,1219,1,,FULFILLED,60197.1,10187.1
1000003582,7246,1134,1,,FULFILLED,19287.0,3087.0
1000003583,1104,1074,2,4.0,FULFILLED,59532.0,10332.0
1000003584,9572,350,1,,FULFILLED,32205.12,5433.12
1000003585,6690,1406,1,,CANCELLED,28488.0,4788.0
1000003586,7766,1176,2,4.0,FULFILLED,66102.3,11472.3
1000003587,1059,1367,1,,PAID,55350.0,9450.0
1000003588,3571,232,1,,REFUNDED,55513.88,9426.38
1000003589,10215,844,1,,FULFILLED,54261.0,9261.0
1000003590,9883,671,1,,FULFILLED,43588.8,7408.8
1000003591,4202,407,1,,FULFILLED,24422.4,4082.4
1000003592,7961,944,1,,CANCELLED,16418.25,2693.25
1000003593,5485,327,2,2.0,PAID,18676.35,3241.35
1000003594,3304,199,1,,FULFILLED,67779.12,11607.12
1000003595,6762,1409,1,,FULFILLED,73826.7,12656.7
1000003596,1102,949,2,2.0,PAID,60475.8,10495.8
1000003597,5829,900,1,,PAID,52627.5,8977.5
1000003598,1208,932,2,1.0,PAID,36300.0,6300.0
1000003599,263,683,2,1.0,FULFILLED,56900.25,9875.25
1000003600,838,1360,2,4.0,CANCELLED,37933.5,6583.5
1000003601,4680,505,1,,FULFILLED,52627.5,8977.5
1000003602,10128,371,1,,REFUNDED,15601.5,2551.5
1000003603,109,535,1,,FULFILLED,18142.5,2992.5
1000003604,5510,446,1,,FULFILLED,70896.0,12096.0
1000003605,9751,610,2,4.0,CREATED,52635.0,9135.0
1000003606,3138,243,1,,CANCELLED,17535.0,2835.0
1000003607,5845,1469,2,2.0,PAID,27588.0,4788.0
1000003608,7990,86,1,,FULFILLED,48816.0,8316.0
1000003609,10608,437,1,,REFUNDED,34291.08,5743.08
1000003610,4204,199,1,,FULFILLED,79798.05,13693.05
1000003611,2151,350,1,,CANCELLED,78945.0,13545.0
1000003612,832,105,2,1.0,FULFILLED,49912.5,8662.5
1000003613,2140,698,1,,FULFILLED,28459.2,4939.2
1000003614,1072,1236,1,,FULFILLED,29659.2,4939.2
1000003615,6828,1305,1,,FULFILLED,29867.4,5027.4
1000003616,9832,1262,1,,FULFILLED,64425.0,11025.0
1000003617,6835,1325,2,4.0,FULFILLED,54313.88,9426.38
1000003618,195,117,1,,CANCELLED,59226.84,10122.84
1000003619,11839,1322,1,,FULFILLED,35503.5,5953.5
1000003620,634,694,2,3.0,CREATED,53361.0,9261.0
1000003621,3715,1092,2,2.0,FULFILLED,32670.0,5670.0
1000003622,1609,279,1,,PAID,37137.0,6237.0
1000003623,120,1277,2,1.0,FULFILLED,26136.0,4536.0
1000003624,10417,983,2,3.0,FULFILLED,14229.6,2469.6
1000003625,1429,1300,1,,FULFILLED,36209.25,6284.25
1000003626,5699,727,2,4.0,REFUNDED,39204.0,6804.0
1000003627,3244,496,1,,FULFILLED,29088.0,4788.0
1000003628,4107,657,1,,FULFILLED,43451.1,7541.1
1000003629,7148,277,1,,FULFILLED,13068.0,2268.0
1000003630,5038,523,1,,FULFILLED,44760.0,7560.0
1000003631,5935,126,1,,FULFILLED,36474.0,6174.0
1000003632,2028,1034,2,1.0,CANCELLED,17968.5,3118.5
1000003633,7087,358,2,4.0,FULFILLED,14520.0,2520.0
1000003634,1579,637,1,,FULFILLED,40404.0,6804.0
1000003635,4548,691,2,2.0,FULFILLED,41164.2,7144.2
1000003636,5902,380,2,4.0,FULFILLED,94416.3,16386.3
1000003637,4462,1253,1,,FULFILLED,28197.6,4737.6
1000003638,3774,1068,2,4.0,CANCELLED,42688.8,7408.8
1000003639,7938,1188,1,,FULFILLED,53227.5,8977.5
1000003640,11125,1354,1,,FULFILLED,19050.0,3150.0
1000003641,5104,1109,2,2.0,FULFILLED,46957.68,8149.68
1000003642,4731,1399,2,1.0,FULFILLED,44467.5,7717.5
1000003643,2422,672,2,1.0,FULFILLED,50166.6,8706.6
1000003644,2006,1351,2,1.0,FULFILLED,92383.5,16033.5
1000003645,3896,725,1,,CANCELLED,63210.0,10710.0
1000003646,3118,1288,2,3.0,FULFILLED,34303.5,5953.5
1000003647,3568,542,1,,FULFILLED,57229.05,9724.05
1000003648,11777,205,1,,FULFILLED,60514.2,10294.2
1000003649,2084,421,1,,FULFILLED,16446.0,2646.0
1000003650,4409,433,1,,PAID,82112.7,14042.7
1000003651,3206,313,1,,CANCELLED,19957.5,3307.5
1000003652,699,556,2,4.0,FULFILLED,41382.0,7182.0
1000003653,8786,1225,1,,FULFILLED,30540.0,5040.0
1000003654,4188,1326,1,,PAID,69444.0,11844.0
1000003655,10076,513,1,,CANCELLED,13968.0,2268.0
1000003656,2291,196,1,,CREATED,76641.0,13041.0
1000003657,5124,377,1,,CANCELLED,27036.0,4536.0
1000003658,2930,400,2,2.0,FULFILLED,29040.0,5040.0
1000003659,8374,1177,1,,CREATED,61939.5,10489.5
1000003660,1272,833,1,,FULFILLED,75915.0,12915.0
1000003661,4987,308,1,,CREATED,15983.7,2513.7
1000003662,4878,291,2,4.0,FULFILLED,43560.0,7560.0
1000003663,10314,727,1,,FULFILLED,18142.5,2992.5
1000003664,6812,587,2,3.0,FULFILLED,51727.5,8977.5
1000003665,6317,448,2,2.0,FULFILLED,16335.0,2835.0
1000003666,2858,1144,2,1.0,FULFILLED,58443.0,10143.0
1000003667,8924,516,1,,CANCELLED,31992.0,5292.0
1000003668,5514,1123,1,,REFUNDED,27636.0,4536.0
1000003669,2617,1203,1,,PAID,40404.0,6804.0
