response_id,channel_sk,customer_id,score,response_date
13000000574,1,612,7,2024-03-15 01:57:31
13000000575,1,382,5,2024-03-05 01:51:22
13000000576,1,311,8,2024-01-14 09:57:37
13000000577,2,1041,9,2025-10-05 12:30:50
13000000578,1,816,7,2025-09-20 15:28:06
13000000579,2,189,6,2025-09-24 06:44:02
13000000580,2,1133,0,2024-08-13 06:06:02
13000000581,1,1095,7,2024-09-28 11:54:54
13000000582,2,468,1,2025-08-28 09:12:35
13000000583,2,416,1,2025-02-23 12:57:11
13000000584,1,707,10,2025-05-19 09:03:34
13000000585,1,1375,7,2024-04-19 04:39:36
13000000586,2,689,7,2025-06-16 16:30:15
13000000587,2,759,7,2025-04-04 21:29:09
13000000588,2,152,7,2025-04-21 18:09:13
13000000589,2,724,5,2025-06-18 18:17:10
13000000590,1,495,6,2024-08-24 10:17:13
13000000591,1,1104,4,2024-03-04 07:45:43
13000000592,1,1158,0,2024-08-23 14:14:10
13000000593,1,932,9,2025-06-19 05:05:19
13000000594,1,150,2,2024-09-05 09:33:36
13000000595,2,323,2,2024-03-20 16:41:42
13000000596,1,536,5,2024-03-24 07:17:51
13000000597,1,1245,10,2025-06-22 03:38:34
13000000598,1,1284,6,2025-08-03 13:24:07
13000000599,1,1168,3,2025-04-09 01:57:39
13000000600,1,1346,10,2024-01-13 07:39:50
13000000601,1,213,7,2024-07-12 09:00:31
13000000602,2,311,7,2024-07-09 13:29:31
13000000603,2,32,9,2024-01-30 02:42:02
13000000604,1,606,7,2024-02-12 11:50:47
13000000605,2,1309,9,2024-10-10 17:18:02
13000000606,1,833,7,2024-03-22 05:32:22
13000000607,2,1123,9,2024-11-24 03:12:53
13000000608,2,878,8,2025-07-31 01:56:44
13000000609,2,1317,8,2025-06-21 18:38:55
13000000610,2,218,9,2025-05-29 19:20:29
13000000611,1,1456,8,2025-09-27 02:43:49
13000000612,1,987,9,2024-08-20 20:16:53
13000000613,2,75,10,2024-01-11 09:55:08
13000000614,2,649,1,2025-05-01 21:01:17
13000000615,1,1095,6,2025-05-14 04:03:05
13000000616,2,1136,9,2024-02-06 21:50:30
13000000617,1,1046,7,2024-06-10 21:13:04
13000000618,2,1339,8,2024-08-30 07:19:38
13000000619,1,724,3,2025-03-23 21:00:56
13000000620,2,32,0,2025-08-14 09:23:26
13000000621,1,728,8,2024-06-22 16:10:51
13000000622,1,299,7,2025-07-11 02:46:44
13000000623,1,299,5,2025-01-12 10:31:40
13000000624,1,404,7,2025-04-12 06:09:48
13000000625,2,138,10,2025-04-21 14:07:42
13000000626,1,1270,9,2025-04-10 04:07:56
13000000627,1,1116,7,2024-05-14 05:46:03
13000000628,1,239,5,2024-08-16 17:08:34
13000000629,2,849,10,2024-07-06 16:47:48
13000000630,2,1432,9,2024-08-24 10:56:31
13000000631,2,109,0,2024-12-17 15:08:46
13000000632,2,117,9,2024-01-13 03:24:59
13000000633,2,1007,2,2025-04-02 09:59:06
13000000634,2,473,9,2024-11-21 21:36:34
13000000635,1,188,9,2025-04-30 11:49:04
13000000636,1,960,9,2025-03-06 14:29:15
13000000637,1,298,9,2024-03-20 01:24:37
13000000638,1,1146,10,2025-09-12 15:38:13
13000000639,1,790,10,2024-10-07 21:17:36
13000000640,1,114,10,2024-05-09 11:42:48
13000000641,1,778,8,2025-04-24 16:23:15
13000000642,1,1380,2,2025-05-30 10:51:05
13000000643,2,1265,8,2025-10-02 12:27:45
13000000644,1,171,7,2025-03-16 22:22:46
13000000645,1,384,6,2025-05-02 10:21:53
13000000646,1,917,9,2025-04-07 09:07:28
13000000647,2,1262,0,2025-07-06 07:21:53
13000000648,1,1174,6,2024-09-18 10:49:42
13000000649,1,312,10,2024-01-28 15:04:33
13000000650,1,1107,6,2024-12-26 08:23:04
13000000651,1,786,8,2024-07-25 14:29:31
13000000652,1,956,6,2025-04-06 13:41:55
13000000653,2,227,7,2025-03-22 04:16:08
13000000654,1,1339,9,2024-05-27 08:35:30
13000000655,1,79,6,2025-02-02 05:53:58
13000000656,1,515,9,2024-06-03 05:04:04
13000000657,1,1098,8,2025-03-24 04:47:35
13000000658,1,254,6,2024-09-22 01:56:03
13000000659,1,1459,1,2025-05-17 08:30:13
13000000660,2,688,8,2025-06-09 20:08:41
13000000661,2,1356,7,2024-03-10 17:29:06
13000000662,2,1409,1,2024-01-19 23:29:51
13000000663,1,512,9,2024-11-04 20:36:32
13000000664,1,284,7,2025-04-09 05:15:25
13000000665,2,79,2,2025-04-18 03:00:36
13000000666,1,1246,7,2025-09-28 03:56:35
13000000667,2,343,7,2025-04-26 11:31:30
13000000668,1,387,7,2025-03-30 15:05:25
13000000669,2,682,8,2024-02-14 17:18:32
13000000670,1,778,7,2025-03-28 00:50:56
13000000671,1,507,6,2025-05-17 08:48:52
13000000672,1,640,10,2024-02-26 09:33:22
13000000673,1,1249,7,2025-04-15 00:51:12
13000000674,1,958,8,2024-08-17 17:46:52
13000000675,1,1259,7,2024-03-07 15:37:47
13000000676,1,1441,10,2024-03-29 19:51:37
13000000677,2,379,9,2025-07-13 19:42:57
13000000678,1,115,7,2024-12-27 02:57:08
13000000679,2,1496,8,2024-01-23 02:25:41
13000000680,1,1435,7,2024-03-10 20:49:15
13000000681,1,1271,3,2024-05-27 15:44:54
13000000682,1,643,9,2024-04-22 01:47:39
13000000683,2,1006,6,2025-01-13 04:23:05
13000000684,1,672,10,2024-06-21 16:00:01
13000000685,1,439,0,2025-01-14 10:36:46
13000000686,1,928,1,2024-03-06 11:53:45
13000000687,1,705,6,2024-03-29 06:36:00
13000000688,2,717,8,2025-08-12 19:11:39
13000000689,2,622,7,2024-01-27 22:35:20
13000000690,2,90,7,2024-06-01 04:53:20
13000000691,2,1101,10,2025-04-09 19:39:38
13000000692,1,1362,9,2024-11-01 17:29:56
13000000693,2,644,9,2024-10-20 09:27:30
13000000694,1,265,9,2025-09-19 20:34:27
13000000695,1,506,8,2025-04-08 04:05:29
13000000696,1,737,0,2025-04-14 23:12:00
13000000697,1,1294,10,2024-09-24 01:20:00
13000000698,1,204,8,2025-05-08 18:15:49
13000000699,1,1246,10,2024-10-14 15:40:38
13000000700,1,314,1,2024-08-01 14:34:31
13000000701,2,614,10,2025-08-19 11:18:28
13000000702,2,497,8,2025-01-22 23:17:32
13000000703,2,1267,8,2024-06-22 01:58:01
13000000704,1,768,8,2024-04-26 01:59:09
13000000705,2,886,3,2024-08-19 19:37:12
13000000706,1,1173,1,2024-01-28 18:09:35
13000000707,1,561,10,2025-07-18 08:32:38
13000000708,2,59,10,2024-02-12 04:25:43
13000000709,2,951,6,2025-05-02 04:41:22
13000000710,1,790,9,2024-11-28 00:40:32
13000000711,1,412,6,2025-08-09 04:05:41
13000000712,2,1250,3,2024-02-27 23:08:54
13000000713,1,146,9,2025-01-13 08:48:13
13000000714,2,670,9,2024-08-16 19:05:03
13000000715,1,595,9,2024-03-03 08:17:29
13000000716,1,1027,9,2024-11-10 03:32:22
13000000717,2,1183,9,2024-08-08 00:55:01
13000000718,1,655,9,2025-07-29 21:33:37
13000000719,1,287,9,2024-04-10 14:16:56
13000000720,2,489,10,2025-07-26 04:35:01
13000000721,1,897,9,2025-07-17 07:06:22
13000000722,1,1094,7,2024-02-27 05:57:00
13000000723,2,713,7,2024-12-20 20:38:12
13000000724,2,1222,6,2024-10-20 13:19:18
13000000725,1,176,7,2025-07-24 00:27:55
13000000726,2,1373,9,2024-12-17 17:42:55
13000000727,2,613,3,2024-08-11 20:26:23
13000000728,2,1082,9,2024-02-06 06:06:59
13000000729,1,790,5,2025-06-11 23:20:49
13000000730,1,173,9,2024-09-07 20:26:33
13000000731,1,800,5,2025-09-03 07:44:37
13000000732,2,1014,0,2025-02-24 13:56:02
13000000733,1,719,8,2024-01-16 19:04:29
13000000734,2,1247,7,2025-04-03 20:09:32
13000000735,1,882,8,2024-12-26 23:07:04
13000000736,1,281,7,2025-02-13 06:30:51
13000000737,2,1014,6,2024-10-25 15:20:01
13000000738,1,621,4,2024-10-20 13:01:32
13000000739,1,441,7,2025-06-08 23:51:23
13000000740,2,1062,9,2024-05-22 14:01:38
13000000741,1,952,10,2025-08-21 05:00:28
13000000742,1,496,6,2024-07-04 23:14:17
13000000743,1,338,5,2024-06-12 12:51:25
13000000744,1,192,7,2024-05-22 02:11:12
13000000745,1,292,10,2024-04-22 17:56:45
13000000746,2,483,10,2025-05-21 15:29:44
13000000747,1,1356,3,2025-05-06 08:42:23
13000000748,2,1234,8,2025-09-04 18:05:55
13000000749,1,359,9,2025-09-19 16:18:25
13000000750,1,671,8,2024-03-09 08:48:44
13000000751,2,595,9,2024-05-04 05:15:04
13000000752,2,1405,7,2025-05-30 11:03:20
13000000753,1,1230,5,2025-01-18 07:09:15
13000000754,1,173,7,2025-10-05 08:32:19
13000000755,2,130,0,2025-02-21 06:14:46
13000000756,1,1134,9,2024-09-09 13:44:53
13000000757,1,132,8,2025-05-25 01:14:32
13000000758,2,74,0,2024-06-10 03:00:59
13000000759,2,147,5,2024-04-17 16:23:53
13000000760,1,791,10,2025-04-08 08:26:53
13000000761,1,849,10,2024-07-28 10:51:55
13000000762,1,84,8,2024-03-05 13:39:19
13000000763,2,1313,7,2025-09-17 18:56:28
13000000764,2,930,9,2025-08-04 20:38:02
13000000765,2,160,3,2024-07-08 11:02:15
13000000766,2,1128,10,2025-09-18 01:04:31
13000000767,1,1029,8,2025-04-13 20:36:31
13000000768,1,185,10,2024-08-09 13:22:23
13000000769,2,1144,8,2024-06-09 23:57:29
13000000770,1,930,6,2024-08-15 09:43:16
13000000771,1,774,10,2025-09-08 09:58:29
13000000772,2,688,1,2024-08-22 03:49:31
13000000773,1,433,9,2024-04-09 13:43:27
13000000774,1,249,9,2025-03-21 17:20:28
13000000775,2,279,0,2025-03-03 00:13:16
13000000776,1,1452,9,2024-09-06 08:27:32
13000000777,2,1223,8,2024-01-17 08:38:27
13000000778,1,1385,10,2024-10-05 05:23:11
13000000779,1,722,9,2025-08-08 01:25:38
13000000780,2,1085,6,2024-05-30 17:22:24
13000000781,1,378,3,2025-08-16 11:27:05
13000000782,1,54,3,2024-12-02 20:19:13
13000000783,2,727,6,2024-06-21 03:58:20
13000000784,1,1398,9,2025-05-26 19:42:12
13000000785,1,1406,4,2025-09-16 14:57:29
13000000786,1,591,10,2025-04-26 13:27:08
13000000787,2,10,9,2024-04-02 06:22:13
13000000788,1,877,2,2024-09-08 03:07:05
13000000789,2,522,8,2024-11-28 17:14:29
13000000790,2,203,7,2024-08-26 03:03:20
13000000791,2,1049,10,2024-10-27 19:23:07
13000000792,2,855,8,2025-09-28 11:05:05
13000000793,1,584,7,2024-01-22 17:16:43
13000000794,2,1387,5,2024-08-23 10:58:15
13000000795,1,571,10,2024-12-06 14:14:48
13000000796,2,791,6,2025-06-09 14:10:19
13000000797,2,106,7,2024-12-22 03:58:20
13000000798,2,1114,10,2024-04-29 20:53:00
13000000799,1,397,5,2024-12-29 11:38:33
13000000800,2,46,9,2025-05-19 11:04:53
13000000801,2,1260,8,2024-12-28 16:34:00
13000000802,2,1473,6,2024-11-07 04:46:54
13000000803,1,582,10,2025-04-25 21:23:25
13000000804,1,323,8,2024-03-26 12:52:22
13000000805,1,203,7,2024-05-08 16:44:30
13000000806,1,1180,8,2025-05-13 12:59:05
13000000807,2,358,6,2025-01-19 06:02:07
13000000808,1,922,8,2025-05-15 07:58:58
13000000809,2,645,4,2025-02-25 21:56:48
13000000810,1,582,7,2025-02-12 15:07:57
13000000811,2,783,2,2025-09-20 16:36:01
13000000812,1,852,0,2024-01-23 13:21:19
13000000813,1,513,2,2025-08-09 02:16:29
13000000814,1,169,8,2024-03-14 07:04:14
13000000815,1,1209,10,2024-05-01 07:10:20
13000000816,1,147,9,2025-09-30 14:41:02
13000000817,1,185,6,2025-02-07 08:21:01
13000000818,2,739,10,2024-10-27 16:02:57
13000000819,2,1470,7,2025-01-22 00:50:11
13000000820,1,198,8,2025-02-13 15:17:17
13000000821,1,884,8,2024-03-12 14:39:22
13000000822,1,457,10,2024-11-19 13:47:03
13000000823,1,1184,10,2024-12-26 18:51:24
13000000824,2,221,7,2025-05-27 23:28:08
13000000825,2,117,10,2024-08-29 17:19:25
13000000826,2,703,6,2024-07-17 15:50:20
13000000827,1,58,10,2025-10-04 18:11:14
13000000828,1,840,8,2025-05-06 16:19:33
13000000829,2,634,8,2025-02-05 07:02:06
13000000830,2,914,9,2024-11-09 19:49:57
13000000831,1,1281,8,2025-05-05 22:09:50
13000000832,2,852,5,2024-01-18 19:22:17
13000000833,2,1336,7,2024-03-21 02:19:39
13000000834,1,1264,1,2025-10-09 01:40:51
13000000835,1,140,1,2025-02-01 19:30:04
13000000836,1,162,9,2024-06-12 14:07:23
13000000837,1,460,8,2024-05-02 02:28:49
13000000838,1,1392,5,2024-11-08 10:40:15
13000000839,2,4,9,2024-11-09 12:18:56
13000000840,2,1372,8,2024-11-30 20:42:39
13000000841,2,921,7,2025-07-26 06:01:12
13000000842,1,880,8,2024-10-02 06:31:39
13000000843,2,603,10,2024-05-31 04:42:33
13000000844,1,389,5,2025-02-19 22:24:55
13000000845,2,769,8,2024-02-09 07:49:33
13000000846,2,1480,9,2024-08-23 16:21:14
13000000847,1,1352,1,2025-06-20 21:29:16
13000000848,1,1081,6,2024-05-31 17:22:53
13000000849,2,1318,10,2025-08-11 14:09:41
13000000850,2,1129,8,2024-01-12 20:20:44
13000000851,1,495,7,2025-07-30 07:36:49
13000000852,1,586,10,2024-03-25 13:58:28
13000000853,1,554,7,2024-04-25 12:00:49
13000000854,1,440,1,2025-09-22 01:57:51
13000000855,1,212,8,2024-12-31 12:05:42
13000000856,1,538,8,2025-05-18 02:41:01
13000000857,2,588,0,2025-07-30 15:09:05
13000000858,1,1135,7,2025-08-05 10:06:17
13000000859,1,452,7,2024-06-24 02:46:06
13000000860,1,26,5,2025-02-19 11:55:10
13000000861,2,33,10,2024-09-07 08:16:30
13000000862,1,229,9,2025-05-13 01:39:02
13000000863,1,1155,10,2024-03-07 21:50:39
13000000864,1,843,6,2025-09-02 21:17:09
13000000865,2,570,8,2024-05-13 10:55:18
13000000866,1,1208,8,2025-05-28 11:57:53
13000000867,1,275,7,2025-05-09 23:32:32
13000000868,1,529,6,2025-04-13 14:48:05
13000000869,2,599,10,2025-03-23 10:56:50
13000000870,1,333,5,2025-01-19 04:49:19
13000000871,1,6,9,2024-04-22 21:41:49
13000000872,1,549,9,2025-05-11 01:15:59
13000000873,2,1427,6,2025-03-26 18:32:22
13000000874,1,1237,7,2024-10-09 10:56:28
13000000875,2,432,8,2025-02-26 06:03:30
13000000876,1,657,7,2025-05-02 13:18:13
13000000877,1,730,9,2025-04-22 05:28:12
13000000878,2,824,7,2024-10-12 01:50:13
13000000879,1,1001,9,2025-03-02 03:41:27
13000000880,1,188,8,2025-05-10 22:45:10
13000000881,1,965,6,2025-07-11 23:12:29
13000000882,1,717,9,2025-09-29 00:40:30
13000000883,2,1085,9,2024-03-06 19:23:11
13000000884,1,765,9,2024-10-09 14:23:36
13000000885,2,484,2,2025-06-28 20:54:10
13000000886,1,931,6,2025-10-02 17:43:01
13000000887,1,417,10,2025-09-05 03:20:15
13000000888,2,801,10,2024-10-16 18:15:03
13000000889,1,501,4,2024-06-21 21:30:37
13000000890,2,1358,9,2024-03-31 06:29:00
13000000891,2,1325,6,2025-08-22 18:02:00
13000000892,1,960,10,2024-12-26 10:49:39
13000000893,1,637,6,2024-07-21 06:18:39
13000000894,2,956,2,2024-03-30 23:40:56
13000000895,2,533,7,2025-04-04 06:14:41
13000000896,1,1495,6,2025-07-02 23:35:45
13000000897,2,1025,8,2025-05-14 05:20:05
13000000898,1,1176,10,2024-09-10 06:07:40
13000000899,2,803,8,2024-03-28 04:53:22
13000000900,1,725,6,2024-06-08 18:05:00
13000000901,1,938,9,2025-06-30 05:35:44
13000000902,1,1031,8,2024-09-11 19:55:00
13000000903,1,696,1,2024-11-06 06:56:02
13000000904,1,237,3,2025-08-05 16:20:05
13000000905,1,1053,10,2025-02-14 22:48:47
13000000906,1,308,6,2025-04-05 03:19:20
13000000907,1,672,8,2025-09-18 07:33:40
13000000908,2,1147,8,2025-07-22 00:13:42
13000000909,2,1238,7,2025-06-12 20:07:41
13000000910,2,460,8,2025-04-11 10:19:27
13000000911,2,906,10,2024-02-18 11:47:30
13000000912,1,825,8,2024-01-19 06:40:47
13000000913,2,1095,8,2025-05-09 20:38:12
13000000914,2,435,10,2025-02-19 12:20:44
13000000915,2,585,8,2025-02-22 21:16:30
13000000916,2,281,9,2024-09-04 19:03:40
13000000917,2,82,6,2025-08-21 05:23:19
13000000918,1,329,10,2024-05-03 03:38:36
13000000919,1,415,7,2024-12-19 00:09:42
13000000920,1,1135,4,2024-03-06 00:48:28
13000000921,1,1021,4,2024-05-06 23:15:19
13000000922,1,160,4,2025-10-10 18:52:09
13000000923,1,434,7,2025-01-18 14:16:54
13000000924,2,357,4,2024-11-22 11:24:04
13000000925,1,1285,7,2025-04-12 12:50:28
13000000926,1,229,7,2025-02-17 04:58:22
13000000927,1,420,9,2024-06-08 20:57:57
13000000928,2,2,8,2024-12-20 12:03:30
13000000929,1,47,10,2024-08-03 03:11:44
13000000930,1,1163,6,2025-05-01 04:57:20
13000000931,1,1423,9,2025-07-31 07:31:34
13000000932,1,615,4,2024-08-13 00:19:39
13000000933,1,1149,7,2025-10-12 15:12:29
13000000934,1,628,8,2024-09-28 15:31:35
13000000935,1,1247,5,2025-01-09 17:41:37
13000000936,1,458,9,2025-06-20 22:49:48
13000000937,2,95,10,2025-06-05 10:15:12
13000000938,1,1002,7,2024-02-27 17:52:26
13000000939,2,488,1,2025-02-23 12:29:53
13000000940,2,851,4,2025-08-05 16:48:16
13000000941,2,509,7,2025-03-01 02:36:55
13000000942,1,888,10,2025-03-19 01:38:52
13000000943,2,1268,9,2024-06-19 14:38:35
13000000944,2,507,9,2024-08-15 11:11:37
13000000945,2,387,10,2025-06-05 02:05:24
13000000946,1,670,2,2024-11-14 10:41:57
13000000947,1,186,9,2025-07-26 21:20:14
13000000948,1,1235,9,2024-07-29 22:48:51
13000000949,1,418,10,2024-08-08 01:29:20
13000000950,1,196,6,2024-07-22 06:40:14
13000000951,1,304,10,2024-03-22 18:07:59
13000000952,2,1434,9,2024-12-30 21:07:23
13000000953,2,453,10,2025-05-22 15:05:33
13000000954,2,1040,4,2024-08-23 02:15:24
13000000955,1,107,10,2025-05-16 18:46:22
13000000956,2,887,8,2025-03-19 02:31:49
13000000957,1,837,10,2025-04-26 20:37:47
13000000958,1,1327,9,2025-05-13 15:13:21
13000000959,1,836,9,2024-04-17 10:16:03
13000000960,1,1413,8,2025-05-25 07:20:42
13000000961,2,621,9,2024-03-04 22:33:48
13000000962,1,947,6,2024-08-31 05:27:19
13000000963,1,1015,8,2024-01-30 06:25:32
13000000964,2,458,9,2025-06-25 11:46:08
13000000965,1,1462,9,2025-08-18 14:40:40
13000000966,2,289,3,2024-10-09 05:40:46
13000000967,2,1318,0,2024-03-04 16:58:23
13000000968,2,720,6,2024-02-20 01:04:31
13000000969,2,350,7,2024-10-25 13:22:29
13000000970,1,1276,8,2024-02-18 18:23:14
13000000971,2,1141,10,2025-02-17 05:53:07
13000000972,2,640,10,2025-04-15 00:56:04
13000000973,2,8,8,2025-09-07 20:03:39
13000000974,2,666,8,2025-01-26 05:42:51
13000000975,1,1451,10,2024-10-26 20:51:32
13000000976,1,384,6,2025-04-17 21:02:03
13000000977,1,1130,10,2024-10-13 14:53:11
13000000978,1,547,8,2024-04-13 15:16:18
13000000979,1,1228,10,2025-05-26 07:13:26
13000000980,1,1209,9,2025-09-09 22:52:02
13000000981,1,1489,9,2025-04-25 13:40:23
13000000982,1,4,10,2025-03-11 20:50:23
13000000983,1,760,9,2024-08-13 01:57:11
13000000984,1,286,9,2024-06-06 02:57:29
13000000985,1,951,10,2025-02-20 09:49:32
13000000986,2,487,10,2025-08-07 01:54:14
13000000987,2,1218,2,2024-02-10 08:28:13
13000000988,1,522,5,2025-07-14 00:53:54
13000000989,1,468,8,2025-03-03 01:54:59
13000000990,2,703,10,2024-06-01 06:17:42
13000000991,1,1000,9,2024-12-26 11:52:45
13000000992,2,137,10,2025-04-18 09:30:57
13000000993,2,168,9,2024-10-30 04:01:45
13000000994,2,452,10,2024-11-23 00:42:14
13000000995,2,1210,2,2025-01-17 10:00:09
13000000996,2,599,10,2025-07-23 13:34:10
13000000997,1,734,10,2025-06-16 01:17:36
13000000998,2,27,9,2025-09-04 01:47:15
13000000999,1,1186,10,2024-05-28 22:16:40
13000001000,2,1227,5,2025-06-21 08:02:35
13000001001,2,1338,9,2024-07-22 17:36:40
13000001002,2,1275,7,2025-06-29 20:10:39
13000001003,1,934,6,2025-03-19 22:59:08
13000001004,2,883,10,2024-07-06 00:00:15
13000001005,1,624,8,2024-11-15 12:40:21
13000001006,1,1272,7,2025-08-10 16:22:33
13000001007,2,746,10,2025-01-05 05:24:55
13000001008,1,858,8,2024-05-11 19:03:47
13000001009,1,393,10,2025-06-20 11:16:51
13000001010,1,990,10,2024-07-07 10:35:26
13000001011,1,769,7,2024-11-11 12:39:51
13000001012,1,496,2,2024-09-27 16:02:59
13000001013,1,401,7,2024-02-23 14:46:37
13000001014,1,1042,10,2024-05-09 02:34:17
13000001015,2,1101,6,2024-09-15 14:20:39
13000001016,1,15,9,2024-10-29 10:30:00
13000001017,1,748,7,2024-05-08 03:57:36
13000001018,1,825,10,2025-10-07 19:08:07
13000001019,2,957,7,2025-05-31 21:29:44
13000001020,1,528,3,2025-01-21 08:31:15
13000001021,1,1422,1,2025-01-15 10:21:36
13000001022,1,71,5,2025-10-10 01:31:39
13000001023,2,1375,5,2024-08-08 16:37:43
13000001024,2,504,9,2024-12-21 13:17:32
13000001025,2,1257,8,2024-04-20 03:12:14
13000001026,2,1165,2,2024-08-20 00:35:34
13000001027,1,39,8,2025-04-10 03:31:10
13000001028,2,102,3,2024-12-23 20:56:25
13000001029,1,863,7,2025-09-17 19:37:22
13000001030,1,494,3,2024-05-12 16:23:38
13000001031,1,1132,5,2025-04-18 05:58:13
13000001032,1,723,9,2024-05-13 11:14:58
13000001033,2,280,9,2024-02-02 10:59:12
13000001034,1,765,8,2025-06-17 13:41:36
13000001035,1,778,1,2024-06-03 19:23:07
13000001036,1,428,8,2024-06-26 23:39:23
13000001037,2,559,7,2024-02-04 19:27:13
13000001038,2,1318,10,2024-03-26 20:00:12
13000001039,1,1451,6,2025-02-15 19:35:21
13000001040,1,994,4,2024-02-24 13:38:09
13000001041,1,311,5,2024-04-26 13:29:47
13000001042,1,282,8,2025-08-12 08:37:51
13000001043,2,94,9,2024-10-06 13:37:34
13000001044,1,1359,9,2024-03-25 17:08:50
13000001045,2,1400,8,2024-12-19 01:51:00
13000001046,2,244,7,2024-02-24 17:09:41
13000001047,1,295,8,2025-10-09 10:20:11
13000001048,1,731,1,2024-11-11 12:19:29
13000001049,2,1191,7,2025-04-19 03:37:17
13000001050,1,1104,8,2025-03-09 12:47:01
13000001051,2,489,7,2025-07-11 01:34:33
13000001052,2,1096,7,2025-08-27 20:47:43
13000001053,1,1253,1,2025-03-15 23:15:07
13000001054,1,987,8,2024-08-26 12:22:53
13000001055,1,43,8,2024-03-16 19:21:15
13000001056,1,268,9,2025-07-18 15:28:42
13000001057,1,1045,9,2024-08-28 17:18:20
13000001058,1,1410,4,2024-08-15 18:48:50
13000001059,1,859,10,2024-11-16 06:37:27
13000001060,1,353,7,2024-07-07 02:37:56
13000001061,2,350,10,2024-11-01 08:42:45
13000001062,2,663,3,2024-02-24 09:33:22
13000001063,1,601,7,2024-03-01 11:05:16
13000001064,1,468,6,2024-10-31 07:46:40
13000001065,2,975,10,2025-08-17 03:53:15
13000001066,2,1041,10,2025-06-15 21:37:43
13000001067,2,439,6,2025-07-17 11:14:35
13000001068,1,1120,8,2025-05-09 12:37:30
13000001069,1,948,9,2024-12-28 10:14:34
13000001070,2,1090,7,2025-09-11 07:31:49
13000001071,1,771,0,2025-08-19 15:49:56
13000001072,2,1337,7,2024-12-24 19:27:49
13000001073,2,1269,5,2024-10-22 22:48:27
13000001074,1,1052,10,2025-07-13 15:03:43
13000001075,1,628,5,2025-05-01 11:30:52
13000001076,2,589,8,2025-04-24 19:34:04
13000001077,1,326,0,2025-07-09 18:23:49
13000001078,1,1463,9,2025-02-22 13:06:41
13000001079,2,1131,3,2025-07-07 23:47:24
13000001080,1,688,10,2024-10-20 18:59:31
13000001081,1,1135,6,2025-02-20 16:47:19
13000001082,2,516,8,2025-03-04 01:31:41
13000001083,2,1019,4,2025-08-24 01:47:28
13000001084,1,1009,4,2025-06-03 08:42:16
13000001085,2,1015,9,2025-05-17 08:55:14
13000001086,1,234,9,2025-06-05 08:33:36
13000001087,1,699,3,2024-07-29 12:30:10
13000001088,2,807,2,2024-05-14 18:32:30
13000001089,2,945,9,2024-07-14 07:35:13
13000001090,1,264,7,2025-04-14 18:17:15
13000001091,2,405,7,2024-11-28 04:54:07
13000001092,1,549,7,2025-05-31 17:21:29
13000001093,1,365,4,2024-07-14 16:45:51
13000001094,1,1208,5,2025-07-15 00:45:19
13000001095,1,1005,9,2024-12-28 03:16:55
13000001096,1,1437,5,2024-07-09 02:13:34
13000001097,1,396,9,2024-09-23 14:31:51
13000001098,1,711,2,2025-01-03 19:41:00
13000001099,1,497,9,2025-06-22 14:51:11
13000001100,1,37,10,2024-01-20 01:08:30
13000001101,1,380,8,2024-08-28 16:27:24
13000001102,2,535,5,2025-08-28 20:34:35
13000001103,2,651,8,2024-06-23 06:47:07
13000001104,1,1085,9,2024-10-23 14:24:56
13000001105,2,1238,8,2024-12-07 12:43:27
13000001106,1,184,6,2025-08-20 13:25:52
13000001107,2,498,7,2025-09-29 05:39:09
13000001108,2,1117,7,2024-09-07 03:51:51
13000001109,1,469,10,2025-08-12 10:33:42
13000001110,1,815,5,2024-08-04 05:28:28
13000001111,2,282,10,2024-08-20 02:04:34
13000001112,2,335,9,2025-01-01 07:59:17
13000001113,1,261,6,2025-01-17 18:47:46
13000001114,2,540,7,2025-01-26 16:46:44
13000001115,1,989,6,2024-10-19 04:54:06
13000001116,1,354,9,2025-08-08 10:09:25
13000001117,1,487,1,2025-05-29 17:15:22
13000001118,2,553,9,2024-09-05 04:59:33
13000001119,2,1111,7,2025-05-06 17:32:27
13000001120,1,293,1,2024-07-31 01:50:26
13000001121,1,814,7,2025-03-10 05:03:37
13000001122,2,444,7,2024-02-20 14:49:23
13000001123,2,69,8,2025-07-07 13:07:51
13000001124,1,1074,8,2025-03-15 04:40:46
13000001125,2,121,3,2024-06-20 04:28:30
13000001126,2,1418,3,2025-01-02 08:06:26
13000001127,2,1317,4,2025-03-11 20:22:41
13000001128,1,317,8,2024-08-08 17:23:51
13000001129,2,1159,9,2025-06-22 23:42:42
13000001130,1,876,9,2025-07-27 13:50:02
13000001131,2,159,8,2025-04-15 03:02:45
13000001132,2,1246,8,2024-05-14 07:13:22
13000001133,1,831,9,2024-12-15 07:15:53
13000001134,2,14,9,2025-01-10 23:41:45
13000001135,2,52,8,2024-11-14 02:55:01
13000001136,1,63,0,2024-05-30 16:41:19
13000001137,2,714,7,2024-07-25 05:35:00
13000001138,2,276,9,2024-08-30 03:49:51
13000001139,2,165,7,2024-04-06 05:12:27
13000001140,1,361,7,2024-03-05 12:44:42
13000001141,1,1339,8,2024-07-07 01:15:04
13000001142,2,56,9,2024-01-20 17:02:05
13000001143,2,665,2,2025-09-27 07:33:29
13000001144,1,1475,10,2024-05-16 18:22:31
13000001145,1,1356,7,2025-03-28 04:26:38
13000001146,2,142,8,2024-10-27 08:47:10
13000001147,2,466,8,2025-09-04 00:18:19
